date,bitcoin,btc
2017-08-10 14:40:00,50,4
2017-08-10 14:48:00,55,2
2017-08-10 14:56:00,52,4
2017-08-10 15:04:00,39,0
2017-08-10 15:12:00,56,2
2017-08-10 15:20:00,58,5
2017-08-10 15:28:00,43,2
2017-08-10 15:36:00,48,2
2017-08-10 15:44:00,49,2
2017-08-10 15:52:00,54,3
2017-08-10 16:00:00,66,2
2017-08-10 16:08:00,51,2
2017-08-10 16:16:00,56,4
2017-08-10 16:24:00,61,2
2017-08-10 16:32:00,62,2
2017-08-10 16:40:00,59,2
2017-08-10 16:48:00,50,2
2017-08-10 16:56:00,58,3
2017-08-10 17:04:00,56,6
2017-08-10 17:12:00,43,2
2017-08-10 17:20:00,55,2
2017-08-10 17:28:00,42,2
2017-08-10 17:36:00,50,0
2017-08-10 17:44:00,50,1
2017-08-10 17:52:00,35,3
2017-08-10 18:00:00,47,2
2017-08-10 18:08:00,50,1
2017-08-10 18:16:00,45,3
2017-08-10 18:24:00,45,3
2017-08-10 18:32:00,61,1
2017-08-10 18:40:00,48,3
2017-08-10 18:48:00,54,3
2017-08-10 18:56:00,38,2
2017-08-10 19:04:00,44,6
2017-08-10 19:12:00,46,3
2017-08-10 19:20:00,57,1
2017-08-10 19:28:00,48,5
2017-08-10 19:36:00,46,2
2017-08-10 19:44:00,58,4
2017-08-10 19:52:00,55,4
2017-08-10 20:00:00,44,2
2017-08-10 20:08:00,51,5
2017-08-10 20:16:00,52,4
2017-08-10 20:24:00,47,1
2017-08-10 20:32:00,47,1
2017-08-10 20:40:00,42,1
2017-08-10 20:48:00,51,2
2017-08-10 20:56:00,51,2
2017-08-10 21:04:00,55,1
2017-08-10 21:12:00,52,1
2017-08-10 21:20:00,57,5
2017-08-10 21:28:00,52,1
2017-08-10 21:36:00,47,4
2017-08-10 21:44:00,63,3
2017-08-10 21:52:00,66,2
2017-08-10 22:00:00,50,0
2017-08-10 22:08:00,46,0
2017-08-10 22:16:00,53,0
2017-08-10 22:24:00,40,2
2017-08-10 22:32:00,58,0
2017-08-10 22:40:00,40,1
2017-08-10 22:48:00,45,4
2017-08-10 22:56:00,39,3
2017-08-10 23:04:00,67,3
2017-08-10 23:12:00,69,1
2017-08-10 23:20:00,58,3
2017-08-10 23:28:00,30,3
2017-08-10 23:36:00,47,4
2017-08-10 23:44:00,57,4
2017-08-10 23:52:00,42,5
2017-08-11 00:00:00,53,3
2017-08-11 00:00:00,65,3
2017-08-11 00:08:00,39,2
2017-08-11 00:16:00,53,6
2017-08-11 00:24:00,75,3
2017-08-11 00:32:00,65,0
2017-08-11 00:40:00,64,5
2017-08-11 00:48:00,75,2
2017-08-11 00:56:00,47,3
2017-08-11 01:04:00,45,3
2017-08-11 01:12:00,57,2
2017-08-11 01:20:00,59,2
2017-08-11 01:28:00,65,2
2017-08-11 01:36:00,49,6
2017-08-11 01:44:00,60,0
2017-08-11 01:52:00,40,2
2017-08-11 02:00:00,78,3
2017-08-11 02:08:00,72,0
2017-08-11 02:16:00,48,3
2017-08-11 02:24:00,55,2
2017-08-11 02:32:00,65,2
2017-08-11 02:40:00,62,2
2017-08-11 02:48:00,86,3
2017-08-11 02:56:00,60,7
2017-08-11 03:04:00,58,3
2017-08-11 03:12:00,83,0
2017-08-11 03:20:00,57,2
2017-08-11 03:28:00,64,5
2017-08-11 03:36:00,59,2
2017-08-11 03:44:00,68,2
2017-08-11 03:52:00,71,0
2017-08-11 04:00:00,64,4
2017-08-11 04:08:00,55,11
2017-08-11 04:16:00,51,4
2017-08-11 04:24:00,55,0
2017-08-11 04:32:00,73,5
2017-08-11 04:40:00,48,2
2017-08-11 04:48:00,55,2
2017-08-11 04:56:00,55,9
2017-08-11 05:04:00,61,5
2017-08-11 05:12:00,62,0
2017-08-11 05:20:00,63,9
2017-08-11 05:28:00,69,5
2017-08-11 05:36:00,82,7
2017-08-11 05:44:00,73,2
2017-08-11 05:52:00,67,3
2017-08-11 06:00:00,54,2
2017-08-11 06:08:00,42,3
2017-08-11 06:16:00,69,5
2017-08-11 06:24:00,40,0
2017-08-11 06:32:00,65,5
2017-08-11 06:40:00,70,6
2017-08-11 06:48:00,52,4
2017-08-11 06:56:00,58,3
2017-08-11 07:04:00,57,1
2017-08-11 07:12:00,73,1
2017-08-11 07:20:00,48,1
2017-08-11 07:28:00,69,1
2017-08-11 07:36:00,50,1
2017-08-11 07:44:00,64,6
2017-08-11 07:52:00,47,1
2017-08-11 08:00:00,66,4
2017-08-11 08:08:00,59,5
2017-08-11 08:16:00,55,4
2017-08-11 08:24:00,59,5
2017-08-11 08:32:00,64,3
2017-08-11 08:40:00,53,4
2017-08-11 08:48:00,54,3
2017-08-11 08:56:00,63,5
2017-08-11 09:04:00,59,0
2017-08-11 09:12:00,45,1
2017-08-11 09:20:00,54,1
2017-08-11 09:28:00,54,9
2017-08-11 09:36:00,63,1
2017-08-11 09:44:00,61,8
2017-08-11 09:52:00,45,6
2017-08-11 10:00:00,53,3
2017-08-11 10:08:00,71,0
2017-08-11 10:16:00,53,1
2017-08-11 10:24:00,69,3
2017-08-11 10:32:00,53,2
2017-08-11 10:40:00,65,5
2017-08-11 10:48:00,53,5
2017-08-11 10:56:00,49,4
2017-08-11 11:04:00,45,0
2017-08-11 11:12:00,62,5
2017-08-11 11:20:00,53,3
2017-08-11 11:28:00,60,2
2017-08-11 11:36:00,58,3
2017-08-11 11:44:00,53,1
2017-08-11 11:52:00,65,1
2017-08-11 12:00:00,67,1
2017-08-11 12:08:00,64,9
2017-08-11 12:16:00,62,5
2017-08-11 12:24:00,63,0
2017-08-11 12:32:00,57,6
2017-08-11 12:40:00,56,4
2017-08-11 12:48:00,54,3
2017-08-11 12:56:00,57,2
2017-08-11 13:04:00,82,6
2017-08-11 13:12:00,75,2
2017-08-11 13:20:00,73,2
2017-08-11 13:28:00,69,4
2017-08-11 13:36:00,71,1
2017-08-11 13:44:00,71,3
2017-08-11 13:52:00,74,3
2017-08-11 14:00:00,60,4
2017-08-11 14:08:00,72,6
2017-08-11 14:16:00,72,2
2017-08-11 14:24:00,74,5
2017-08-11 14:32:00,77,1
2017-08-11 14:40:00,67,3
2017-08-11 14:48:00,50,3
2017-08-11 14:56:00,67,5
2017-08-11 15:04:00,68,7
2017-08-11 15:12:00,69,2
2017-08-11 15:20:00,49,2
2017-08-11 15:28:00,72,2
2017-08-11 15:36:00,70,3
2017-08-11 15:44:00,69,3
2017-08-11 15:52:00,67,2
2017-08-11 16:00:00,61,1
2017-08-11 16:08:00,81,3
2017-08-11 16:16:00,74,1
2017-08-11 16:24:00,56,2
2017-08-11 16:32:00,64,1
2017-08-11 16:40:00,65,5
2017-08-11 16:48:00,64,3
2017-08-11 16:56:00,70,4
2017-08-11 17:04:00,62,2
2017-08-11 17:12:00,54,3
2017-08-11 17:20:00,69,2
2017-08-11 17:28:00,66,3
2017-08-11 17:36:00,77,4
2017-08-11 17:44:00,67,3
2017-08-11 17:52:00,67,3
2017-08-11 18:00:00,73,2
2017-08-11 18:08:00,60,1
2017-08-11 18:16:00,68,4
2017-08-11 18:24:00,67,5
2017-08-11 18:32:00,74,3
2017-08-11 18:40:00,58,4
2017-08-11 18:48:00,68,4
2017-08-11 18:56:00,53,0
2017-08-11 19:04:00,52,1
2017-08-11 19:12:00,60,2
2017-08-11 19:20:00,57,2
2017-08-11 19:28:00,59,3
2017-08-11 19:36:00,65,2
2017-08-11 19:44:00,64,5
2017-08-11 19:52:00,62,3
2017-08-11 20:00:00,61,2
2017-08-11 20:08:00,68,3
2017-08-11 20:16:00,87,0
2017-08-11 20:24:00,80,1
2017-08-11 20:32:00,56,1
2017-08-11 20:40:00,72,2
2017-08-11 20:48:00,69,0
2017-08-11 20:56:00,65,3
2017-08-11 21:04:00,57,0
2017-08-11 21:12:00,66,4
2017-08-11 21:20:00,100,1
2017-08-11 21:28:00,86,3
2017-08-11 21:36:00,70,1
2017-08-11 21:44:00,93,1
2017-08-11 21:52:00,60,1
2017-08-11 22:00:00,61,4
2017-08-11 22:08:00,69,1
2017-08-11 22:16:00,82,4
2017-08-11 22:24:00,59,6
2017-08-11 22:32:00,87,5
2017-08-11 22:40:00,92,2
2017-08-11 22:48:00,93,3
2017-08-11 22:56:00,66,6
2017-08-11 23:04:00,86,5
2017-08-11 23:12:00,79,5
2017-08-11 23:20:00,73,3
2017-08-11 23:28:00,58,2
2017-08-11 23:36:00,76,0
2017-08-11 23:44:00,59,3
2017-08-11 23:52:00,76,0
2017-08-12 00:00:00,63,5
2017-08-12 00:00:00,64,5
2017-08-12 00:08:00,78,0
2017-08-12 00:16:00,68,2
2017-08-12 00:24:00,54,2
2017-08-12 00:32:00,84,0
2017-08-12 00:40:00,49,0
2017-08-12 00:48:00,91,9
2017-08-12 00:56:00,83,0
2017-08-12 01:04:00,70,3
2017-08-12 01:12:00,68,3
2017-08-12 01:20:00,70,5
2017-08-12 01:28:00,70,0
2017-08-12 01:36:00,61,5
2017-08-12 01:44:00,89,5
2017-08-12 01:52:00,74,2
2017-08-12 02:00:00,84,4
2017-08-12 02:08:00,81,2
2017-08-12 02:16:00,48,4
2017-08-12 02:24:00,80,4
2017-08-12 02:32:00,63,4
2017-08-12 02:40:00,57,2
2017-08-12 02:48:00,74,2
2017-08-12 02:56:00,67,2
2017-08-12 03:04:00,51,5
2017-08-12 03:12:00,95,2
2017-08-12 03:20:00,74,0
2017-08-12 03:28:00,72,6
2017-08-12 03:36:00,77,7
2017-08-12 03:44:00,67,6
2017-08-12 03:52:00,100,0
2017-08-12 04:00:00,66,0
2017-08-12 04:08:00,83,2
2017-08-12 04:16:00,65,0
2017-08-12 04:24:00,71,6
2017-08-12 04:32:00,63,4
2017-08-12 04:40:00,91,6
2017-08-12 04:48:00,57,6
2017-08-12 04:56:00,89,4
2017-08-12 05:04:00,80,6
2017-08-12 05:12:00,81,6
2017-08-12 05:20:00,69,6
2017-08-12 05:28:00,63,2
2017-08-12 05:36:00,96,2
2017-08-12 05:44:00,72,4
2017-08-12 05:52:00,58,0
2017-08-12 06:00:00,99,4
2017-08-12 06:08:00,53,4
2017-08-12 06:16:00,72,0
2017-08-12 06:24:00,87,2
2017-08-12 06:32:00,80,2
2017-08-12 06:40:00,63,2
2017-08-12 06:48:00,88,3
2017-08-12 06:56:00,76,2
2017-08-12 07:04:00,79,7
2017-08-12 07:12:00,59,7
2017-08-12 07:20:00,78,2
2017-08-12 07:28:00,75,5
2017-08-12 07:36:00,72,3
2017-08-12 07:44:00,78,8
2017-08-12 07:52:00,80,0
2017-08-12 08:00:00,77,2
2017-08-12 08:08:00,55,8
2017-08-12 08:16:00,52,3
2017-08-12 08:24:00,61,5
2017-08-12 08:32:00,65,3
2017-08-12 08:40:00,59,3
2017-08-12 08:48:00,60,6
2017-08-12 08:56:00,46,2
2017-08-12 09:04:00,61,6
2017-08-12 09:12:00,47,2
2017-08-12 09:20:00,60,3
2017-08-12 09:28:00,48,1
2017-08-12 09:36:00,60,3
2017-08-12 09:44:00,45,3
2017-08-12 09:52:00,42,3
2017-08-12 10:00:00,57,2
2017-08-12 10:08:00,65,0
2017-08-12 10:16:00,60,1
2017-08-12 10:24:00,53,3
2017-08-12 10:32:00,57,7
2017-08-12 10:40:00,64,4
2017-08-12 10:48:00,64,4
2017-08-12 10:56:00,59,1
2017-08-12 11:04:00,63,6
2017-08-12 11:12:00,49,4
2017-08-12 11:20:00,47,4
2017-08-12 11:28:00,65,0
2017-08-12 11:36:00,47,5
2017-08-12 11:44:00,52,3
2017-08-12 11:52:00,67,0
2017-08-12 12:00:00,59,1
2017-08-12 12:08:00,45,6
2017-08-12 12:16:00,59,2
2017-08-12 12:24:00,56,2
2017-08-12 12:32:00,57,6
2017-08-12 12:40:00,56,2
2017-08-12 12:48:00,64,7
2017-08-12 12:56:00,57,0
2017-08-12 13:04:00,52,4
2017-08-12 13:12:00,67,4
2017-08-12 13:20:00,56,1
2017-08-12 13:28:00,58,2
2017-08-12 13:36:00,58,1
2017-08-12 13:44:00,65,5
2017-08-12 13:52:00,61,0
2017-08-12 14:00:00,61,3
2017-08-12 14:08:00,58,0
2017-08-12 14:16:00,74,4
2017-08-12 14:24:00,62,2
2017-08-12 14:32:00,57,4
2017-08-12 14:40:00,66,0
2017-08-12 14:48:00,56,2
2017-08-12 14:56:00,65,0
2017-08-12 15:04:00,58,1
2017-08-12 15:12:00,65,1
2017-08-12 15:20:00,78,3
2017-08-12 15:28:00,67,3
2017-08-12 15:36:00,85,3
2017-08-12 15:44:00,75,2
2017-08-12 15:52:00,77,3
2017-08-12 16:00:00,67,3
2017-08-12 16:08:00,60,6
2017-08-12 16:16:00,89,3
2017-08-12 16:24:00,72,2
2017-08-12 16:32:00,82,6
2017-08-12 16:40:00,94,4
2017-08-12 16:48:00,100,2
2017-08-12 16:56:00,96,3
2017-08-12 17:04:00,78,7
2017-08-12 17:12:00,82,2
2017-08-12 17:20:00,88,1
2017-08-12 17:28:00,71,7
2017-08-12 17:36:00,79,1
2017-08-12 17:44:00,80,2
2017-08-12 17:52:00,73,5
2017-08-12 18:00:00,89,1
2017-08-12 18:08:00,66,1
2017-08-12 18:16:00,55,1
2017-08-12 18:24:00,60,7
2017-08-12 18:32:00,81,2
2017-08-12 18:40:00,64,1
2017-08-12 18:48:00,76,4
2017-08-12 18:56:00,75,9
2017-08-12 19:04:00,74,6
2017-08-12 19:12:00,72,4
2017-08-12 19:20:00,57,1
2017-08-12 19:28:00,63,4
2017-08-12 19:36:00,51,1
2017-08-12 19:44:00,82,1
2017-08-12 19:52:00,59,3
2017-08-12 20:00:00,55,3
2017-08-12 20:08:00,70,3
2017-08-12 20:16:00,67,4
2017-08-12 20:24:00,48,3
2017-08-12 20:32:00,60,4
2017-08-12 20:40:00,56,5
2017-08-12 20:48:00,60,5
2017-08-12 20:56:00,65,3
2017-08-12 21:04:00,45,0
2017-08-12 21:12:00,63,3
2017-08-12 21:20:00,72,3
2017-08-12 21:28:00,60,6
2017-08-12 21:36:00,80,1
2017-08-12 21:44:00,62,3
2017-08-12 21:52:00,66,3
2017-08-12 22:00:00,54,0
2017-08-12 22:08:00,58,0
2017-08-12 22:16:00,54,3
2017-08-12 22:24:00,53,6
2017-08-12 22:32:00,51,2
2017-08-12 22:40:00,54,3
2017-08-12 22:48:00,51,3
2017-08-12 22:56:00,53,5
2017-08-12 23:04:00,62,7
2017-08-12 23:12:00,54,0
2017-08-12 23:20:00,33,0
2017-08-12 23:28:00,55,5
2017-08-12 23:36:00,68,0
2017-08-12 23:44:00,66,0
2017-08-12 23:52:00,66,4
2017-08-13 00:00:00,72,2
2017-08-13 00:00:00,60,1
2017-08-13 00:08:00,60,2
2017-08-13 00:16:00,60,3
2017-08-13 00:24:00,48,2
2017-08-13 00:32:00,36,2
2017-08-13 00:40:00,51,6
2017-08-13 00:48:00,48,3
2017-08-13 00:56:00,65,5
2017-08-13 01:04:00,71,0
2017-08-13 01:12:00,78,4
2017-08-13 01:20:00,76,7
2017-08-13 01:28:00,59,6
2017-08-13 01:36:00,75,4
2017-08-13 01:44:00,73,3
2017-08-13 01:52:00,80,3
2017-08-13 02:00:00,88,0
2017-08-13 02:08:00,76,1
2017-08-13 02:16:00,73,3
2017-08-13 02:24:00,83,3
2017-08-13 02:32:00,69,1
2017-08-13 02:40:00,77,5
2017-08-13 02:48:00,88,6
2017-08-13 02:56:00,75,2
2017-08-13 03:04:00,88,3
2017-08-13 03:12:00,96,2
2017-08-13 03:20:00,88,3
2017-08-13 03:28:00,96,2
2017-08-13 03:36:00,81,0
2017-08-13 03:44:00,69,0
2017-08-13 03:52:00,71,6
2017-08-13 04:00:00,81,5
2017-08-13 04:08:00,76,0
2017-08-13 04:16:00,75,5
2017-08-13 04:24:00,84,2
2017-08-13 04:32:00,84,6
2017-08-13 04:40:00,100,6
2017-08-13 04:48:00,69,3
2017-08-13 04:56:00,90,5
2017-08-13 05:04:00,82,6
2017-08-13 05:12:00,67,3
2017-08-13 05:20:00,78,3
2017-08-13 05:28:00,66,5
2017-08-13 05:36:00,78,5
2017-08-13 05:44:00,73,6
2017-08-13 05:52:00,72,5
2017-08-13 06:00:00,69,0
2017-08-13 06:08:00,89,5
2017-08-13 06:16:00,87,10
2017-08-13 06:24:00,85,1
2017-08-13 06:32:00,73,1
2017-08-13 06:40:00,61,3
2017-08-13 06:48:00,76,3
2017-08-13 06:56:00,70,4
2017-08-13 07:04:00,67,3
2017-08-13 07:12:00,62,3
2017-08-13 07:20:00,78,3
2017-08-13 07:28:00,86,3
2017-08-13 07:36:00,82,5
2017-08-13 07:44:00,62,4
2017-08-13 07:52:00,69,5
2017-08-13 08:00:00,68,3
2017-08-13 08:08:00,80,1
2017-08-13 08:16:00,62,5
2017-08-13 08:24:00,76,1
2017-08-13 08:32:00,70,4
2017-08-13 08:40:00,68,4
2017-08-13 08:48:00,73,12
2017-08-13 08:56:00,69,3
2017-08-13 09:04:00,63,12
2017-08-13 09:12:00,59,3
2017-08-13 09:20:00,73,1
2017-08-13 09:28:00,68,6
2017-08-13 09:36:00,77,0
2017-08-13 09:44:00,69,3
2017-08-13 09:52:00,69,6
2017-08-13 10:00:00,63,5
2017-08-13 10:08:00,62,6
2017-08-13 10:16:00,66,2
2017-08-13 10:24:00,48,1
2017-08-13 10:32:00,53,4
2017-08-13 10:40:00,58,2
2017-08-13 10:48:00,66,5
2017-08-13 10:56:00,59,4
2017-08-13 11:04:00,76,5
2017-08-13 11:12:00,75,7
2017-08-13 11:20:00,75,2
2017-08-13 11:28:00,67,0
2017-08-13 11:36:00,65,2
2017-08-13 11:44:00,67,4
2017-08-13 11:52:00,64,4
2017-08-13 12:00:00,57,3
2017-08-13 12:08:00,60,4
2017-08-13 12:16:00,52,2
2017-08-13 12:24:00,48,5
2017-08-13 12:32:00,70,5
2017-08-13 12:40:00,62,1
2017-08-13 12:48:00,61,4
2017-08-13 12:56:00,64,1
2017-08-13 13:04:00,64,0
2017-08-13 13:12:00,47,6
2017-08-13 13:20:00,71,4
2017-08-13 13:28:00,63,4
2017-08-13 13:36:00,60,1
2017-08-13 13:44:00,54,1
2017-08-13 13:52:00,50,0
2017-08-13 14:00:00,66,1
2017-08-13 14:08:00,55,3
2017-08-13 14:16:00,58,3
2017-08-13 14:24:00,53,0
2017-08-13 14:32:00,70,5
2017-08-13 14:40:00,59,3
2017-08-13 14:48:00,57,4
2017-08-13 14:56:00,50,3
2017-08-13 15:04:00,64,1
2017-08-13 15:12:00,58,0
2017-08-13 15:20:00,54,3
2017-08-13 15:28:00,62,4
2017-08-13 15:36:00,55,2
2017-08-13 15:44:00,53,4
2017-08-13 15:52:00,61,3
2017-08-13 16:00:00,60,1
2017-08-13 16:08:00,54,5
2017-08-13 16:16:00,60,4
2017-08-13 16:24:00,73,5
2017-08-13 16:32:00,61,1
2017-08-13 16:40:00,45,1
2017-08-13 16:48:00,63,6
2017-08-13 16:56:00,68,3
2017-08-13 17:04:00,74,4
2017-08-13 17:12:00,71,6
2017-08-13 17:20:00,70,3
2017-08-13 17:28:00,48,3
2017-08-13 17:36:00,61,2
2017-08-13 17:44:00,55,4
2017-08-13 17:52:00,58,2
2017-08-13 18:00:00,57,3
2017-08-13 18:08:00,66,4
2017-08-13 18:16:00,46,1
2017-08-13 18:24:00,60,1
2017-08-13 18:32:00,64,3
2017-08-13 18:40:00,81,3
2017-08-13 18:48:00,57,5
2017-08-13 18:56:00,61,3
2017-08-13 19:04:00,56,0
2017-08-13 19:12:00,61,2
2017-08-13 19:20:00,78,1
2017-08-13 19:28:00,54,2
2017-08-13 19:36:00,52,1
2017-08-13 19:44:00,61,3
2017-08-13 19:52:00,63,3
2017-08-13 20:00:00,53,2
2017-08-13 20:08:00,75,5
2017-08-13 20:16:00,63,3
2017-08-13 20:24:00,65,0
2017-08-13 20:32:00,61,1
2017-08-13 20:40:00,64,4
2017-08-13 20:48:00,61,4
2017-08-13 20:56:00,47,2
2017-08-13 21:04:00,60,0
2017-08-13 21:12:00,65,3
2017-08-13 21:20:00,59,2
2017-08-13 21:28:00,56,2
2017-08-13 21:36:00,65,4
2017-08-13 21:44:00,73,4
2017-08-13 21:52:00,69,6
2017-08-13 22:00:00,70,0
2017-08-13 22:08:00,75,1
2017-08-13 22:16:00,70,4
2017-08-13 22:24:00,65,5
2017-08-13 22:32:00,77,1
2017-08-13 22:40:00,71,3
2017-08-13 22:48:00,93,1
2017-08-13 22:56:00,76,3
2017-08-13 23:04:00,63,3
2017-08-13 23:12:00,80,1
2017-08-13 23:20:00,68,1
2017-08-13 23:28:00,66,0
2017-08-13 23:36:00,70,7
2017-08-13 23:44:00,77,7
2017-08-13 23:52:00,70,1
2017-08-14 00:00:00,65,6
2017-08-14 00:00:00,51,4
2017-08-14 00:08:00,50,3
2017-08-14 00:16:00,63,8
2017-08-14 00:24:00,50,2
2017-08-14 00:32:00,58,2
2017-08-14 00:40:00,53,2
2017-08-14 00:48:00,53,4
2017-08-14 00:56:00,54,1
2017-08-14 01:04:00,54,1
2017-08-14 01:12:00,60,0
2017-08-14 01:20:00,51,1
2017-08-14 01:28:00,48,1
2017-08-14 01:36:00,44,2
2017-08-14 01:44:00,62,2
2017-08-14 01:52:00,60,1
2017-08-14 02:00:00,55,1
2017-08-14 02:08:00,79,2
2017-08-14 02:16:00,66,0
2017-08-14 02:24:00,52,2
2017-08-14 02:32:00,61,0
2017-08-14 02:40:00,44,2
2017-08-14 02:48:00,53,3
2017-08-14 02:56:00,58,2
2017-08-14 03:04:00,69,5
2017-08-14 03:12:00,66,6
2017-08-14 03:20:00,57,0
2017-08-14 03:28:00,66,2
2017-08-14 03:36:00,78,1
2017-08-14 03:44:00,60,3
2017-08-14 03:52:00,57,3
2017-08-14 04:00:00,51,1
2017-08-14 04:08:00,67,5
2017-08-14 04:16:00,64,3
2017-08-14 04:24:00,68,6
2017-08-14 04:32:00,64,1
2017-08-14 04:40:00,57,3
2017-08-14 04:48:00,67,0
2017-08-14 04:56:00,53,2
2017-08-14 05:04:00,63,1
2017-08-14 05:12:00,50,3
2017-08-14 05:20:00,47,3
2017-08-14 05:28:00,55,3
2017-08-14 05:36:00,63,4
2017-08-14 05:44:00,52,2
2017-08-14 05:52:00,76,4
2017-08-14 06:00:00,48,4
2017-08-14 06:08:00,61,1
2017-08-14 06:16:00,57,1
2017-08-14 06:24:00,76,4
2017-08-14 06:32:00,65,6
2017-08-14 06:40:00,74,3
2017-08-14 06:48:00,57,6
2017-08-14 06:56:00,76,3
2017-08-14 07:04:00,60,4
2017-08-14 07:12:00,60,3
2017-08-14 07:20:00,60,0
2017-08-14 07:28:00,48,3
2017-08-14 07:36:00,62,4
2017-08-14 07:44:00,60,1
2017-08-14 07:52:00,56,2
2017-08-14 08:00:00,49,2
2017-08-14 08:08:00,68,2
2017-08-14 08:16:00,59,2
2017-08-14 08:24:00,57,7
2017-08-14 08:32:00,61,3
2017-08-14 08:40:00,57,4
2017-08-14 08:48:00,56,8
2017-08-14 08:56:00,61,4
2017-08-14 09:04:00,59,2
2017-08-14 09:12:00,40,3
2017-08-14 09:20:00,67,5
2017-08-14 09:28:00,69,4
2017-08-14 09:36:00,55,2
2017-08-14 09:44:00,58,5
2017-08-14 09:52:00,52,1
2017-08-14 10:00:00,64,3
2017-08-14 10:08:00,65,3
2017-08-14 10:16:00,63,6
2017-08-14 10:24:00,53,2
2017-08-14 10:32:00,69,2
2017-08-14 10:40:00,69,2
2017-08-14 10:48:00,64,5
2017-08-14 10:56:00,62,2
2017-08-14 11:04:00,61,5
2017-08-14 11:12:00,58,7
2017-08-14 11:20:00,66,4
2017-08-14 11:28:00,66,4
2017-08-14 11:36:00,66,3
2017-08-14 11:44:00,67,4
2017-08-14 11:52:00,54,2
2017-08-14 12:00:00,64,6
2017-08-14 12:08:00,66,1
2017-08-14 12:16:00,59,1
2017-08-14 12:24:00,65,2
2017-08-14 12:32:00,67,1
2017-08-14 12:40:00,66,2
2017-08-14 12:48:00,71,6
2017-08-14 12:56:00,62,3
2017-08-14 13:04:00,67,3
2017-08-14 13:12:00,66,3
2017-08-14 13:20:00,72,3
2017-08-14 13:28:00,70,4
2017-08-14 13:36:00,91,4
2017-08-14 13:44:00,81,4
2017-08-14 13:52:00,80,4
2017-08-14 14:00:00,74,4
2017-08-14 14:08:00,92,1
2017-08-14 14:16:00,90,2
2017-08-14 14:24:00,90,2
2017-08-14 14:32:00,80,1
2017-08-14 14:40:00,92,2
2017-08-14 14:48:00,99,4
2017-08-14 14:56:00,89,3
2017-08-14 15:04:00,100,1
2017-08-14 15:12:00,88,6
2017-08-14 15:20:00,92,5
2017-08-14 15:28:00,88,4
2017-08-14 15:36:00,81,4
2017-08-14 15:44:00,86,2
2017-08-14 15:52:00,84,3
2017-08-14 16:00:00,75,3
2017-08-14 16:08:00,92,5
2017-08-14 16:16:00,95,5
2017-08-14 16:24:00,78,3
2017-08-14 16:32:00,79,4
2017-08-14 16:40:00,83,3
2017-08-14 16:48:00,73,4
2017-08-14 16:56:00,77,4
2017-08-14 17:04:00,82,3
2017-08-14 17:12:00,74,5
2017-08-14 17:20:00,74,1
2017-08-14 17:28:00,83,3
2017-08-14 17:36:00,95,3
2017-08-14 17:44:00,91,3
2017-08-14 17:52:00,87,5
2017-08-14 18:00:00,91,4
2017-08-14 18:08:00,86,5
2017-08-14 18:16:00,84,3
2017-08-14 18:24:00,96,1
2017-08-14 18:32:00,90,5
2017-08-14 18:40:00,93,3
2017-08-14 18:48:00,78,1
2017-08-14 18:56:00,90,3
2017-08-14 19:04:00,92,5
2017-08-14 19:12:00,75,1
2017-08-14 19:20:00,70,2
2017-08-14 19:28:00,76,5
2017-08-14 19:36:00,93,4
2017-08-14 19:44:00,67,2
2017-08-14 19:52:00,79,2
2017-08-14 20:00:00,78,1
2017-08-14 20:08:00,85,2
2017-08-14 20:16:00,84,2
2017-08-14 20:24:00,82,2
2017-08-14 20:32:00,96,4
2017-08-14 20:40:00,69,0
2017-08-14 20:48:00,80,2
2017-08-14 20:56:00,92,4
2017-08-14 21:04:00,99,4
2017-08-14 21:12:00,94,7
2017-08-14 21:20:00,89,7
2017-08-14 21:28:00,93,3
2017-08-14 21:36:00,100,6
2017-08-14 21:44:00,83,2
2017-08-14 21:52:00,76,1
2017-08-14 22:00:00,94,4
2017-08-14 22:08:00,77,3
2017-08-14 22:16:00,82,4
2017-08-14 22:24:00,77,3
2017-08-14 22:32:00,71,6
2017-08-14 22:40:00,85,4
2017-08-14 22:48:00,78,6
2017-08-14 22:56:00,84,0
2017-08-14 23:04:00,73,3
2017-08-14 23:12:00,74,3
2017-08-14 23:20:00,65,3
2017-08-14 23:28:00,79,1
2017-08-14 23:36:00,80,6
2017-08-14 23:44:00,64,0
2017-08-14 23:52:00,87,5
2017-08-15 00:00:00,75,2
2017-08-15 00:00:00,68,2
2017-08-15 00:08:00,66,6
2017-08-15 00:16:00,65,1
2017-08-15 00:24:00,77,2
2017-08-15 00:32:00,68,3
2017-08-15 00:40:00,68,4
2017-08-15 00:48:00,76,2
2017-08-15 00:56:00,77,1
2017-08-15 01:04:00,80,2
2017-08-15 01:12:00,72,3
2017-08-15 01:20:00,70,2
2017-08-15 01:28:00,62,2
2017-08-15 01:36:00,77,5
2017-08-15 01:44:00,81,4
2017-08-15 01:52:00,71,1
2017-08-15 02:00:00,67,2
2017-08-15 02:08:00,66,4
2017-08-15 02:16:00,81,3
2017-08-15 02:24:00,74,2
2017-08-15 02:32:00,67,6
2017-08-15 02:40:00,77,2
2017-08-15 02:48:00,82,3
2017-08-15 02:56:00,72,5
2017-08-15 03:04:00,72,4
2017-08-15 03:12:00,92,3
2017-08-15 03:20:00,66,8
2017-08-15 03:28:00,69,2
