date,bitcoin,btc,etherium,etc
2018-03-19 05:04:00,70,4,0,100
2018-03-19 05:12:00,74,4,0,0
2018-03-19 05:20:00,74,2,33,0
2018-03-19 05:28:00,57,0,0,0
2018-03-19 05:36:00,81,2,32,32
2018-03-19 05:44:00,43,4,0,0
2018-03-19 05:52:00,77,5,0,0
2018-03-19 06:00:00,75,2,0,0
2018-03-19 06:08:00,67,2,0,0
2018-03-19 06:16:00,66,6,0,58
2018-03-19 06:24:00,73,7,0,29
2018-03-19 06:32:00,72,3,0,0
2018-03-19 06:40:00,64,4,0,84
2018-03-19 06:48:00,48,3,0,0
2018-03-19 06:56:00,53,4,0,0
2018-03-19 07:04:00,53,2,0,0
2018-03-19 07:12:00,55,2,0,26
2018-03-19 07:20:00,69,4,0,26
2018-03-19 07:28:00,40,3,0,26
2018-03-19 07:36:00,50,7,0,0
2018-03-19 07:44:00,57,4,25,50
2018-03-19 07:52:00,52,6,0,0
2018-03-19 08:00:00,65,6,0,0
2018-03-19 08:08:00,54,3,0,24
2018-03-19 08:16:00,43,3,0,24
2018-03-19 08:24:00,59,2,0,24
2018-03-19 08:32:00,67,1,0,0
2018-03-19 08:40:00,68,4,0,93
2018-03-19 08:48:00,57,5,0,23
2018-03-19 08:56:00,54,4,23,46
2018-03-19 09:04:00,53,3,0,23
2018-03-19 09:12:00,58,1,0,0
2018-03-19 09:20:00,54,6,22,22
2018-03-19 09:28:00,40,3,0,0
2018-03-19 09:36:00,59,2,0,0
2018-03-19 09:44:00,61,0,0,44
2018-03-19 09:52:00,72,2,0,0
2018-03-19 10:00:00,54,1,0,22
2018-03-19 10:08:00,72,6,0,0
2018-03-19 10:16:00,58,3,0,21
2018-03-19 10:24:00,70,3,0,21
2018-03-19 10:32:00,59,2,0,21
2018-03-19 10:40:00,59,4,21,21
2018-03-19 10:48:00,46,6,0,0
2018-03-19 10:56:00,58,2,20,41
2018-03-19 11:04:00,57,2,20,20
2018-03-19 11:12:00,70,4,0,60
2018-03-19 11:20:00,57,5,0,20
