,gain_BTC,gain_ETH,gain_XRP
0,-0.9989809393882751,-0.08638466149568558,0.4076569974422455
1,-0.9990729093551636,-0.0885801613330841,0.412611722946167
2,-0.9991014003753662,-0.08881524950265884,0.41473084688186646
3,-0.9990741610527039,-0.08811092376708984,0.41328519582748413
4,-0.9990575313568115,-0.08703943341970444,0.41266804933547974
5,-0.9990448355674744,-0.08750250190496445,0.4117911159992218
6,-0.9991123676300049,-0.08846618980169296,0.4164257347583771
7,-0.9991466999053955,-0.08952631056308746,0.41837477684020996
8,-0.9991753697395325,-0.09017515182495117,0.41987815499305725
9,-0.9991990923881531,-0.0898493081331253,0.42140042781829834
10,-0.9992126226425171,-0.09031155705451965,0.4222198724746704
11,-0.9991937279701233,-0.08998358994722366,0.4215059280395508
12,-0.9991738796234131,-0.08932486176490784,0.4205991327762604
13,-0.9991353154182434,-0.08874768763780594,0.41870424151420593
14,-0.9992517828941345,-0.09113388508558273,0.42613422870635986
15,-0.9992570877075195,-0.09146226197481155,0.4267948269844055
16,-0.9993053674697876,-0.09254501760005951,0.4300115704536438
17,-0.9992548227310181,-0.09133793413639069,0.42687755823135376
18,-0.9991629719734192,-0.0889134332537651,0.4201403856277466
19,-0.9991942644119263,-0.08937568962574005,0.4220390021800995
20,-0.999213457107544,-0.0897710993885994,0.4234378933906555
21,-0.9992618560791016,-0.09106806665658951,0.42687103152275085
22,-0.9992531538009644,-0.09115471690893173,0.4276179075241089
23,-0.9992459416389465,-0.09092511981725693,0.4264377951622009
24,-0.9991795420646667,-0.08999800682067871,0.4216727018356323
25,-0.9990732669830322,-0.0868789404630661,0.4149231016635895
26,-0.9990342855453491,-0.08722209930419922,0.41180840134620667
27,-0.9990980625152588,-0.08843161165714264,0.4155070185661316
28,-0.9990750551223755,-0.08771185576915741,0.4146499037742615
29,-0.9990965127944946,-0.0885455533862114,0.41594183444976807
30,-0.9990730881690979,-0.08786511421203613,0.4141710102558136
31,-0.999104380607605,-0.08877047896385193,0.4154389202594757
32,-0.9991506934165955,-0.08920683711767197,0.41780149936676025
33,-0.9991859197616577,-0.08932891488075256,0.42010143399238586
34,-0.9992349147796631,-0.09071604907512665,0.42335161566734314
35,-0.9991683959960938,-0.08989615738391876,0.4205975830554962
36,-0.9991774559020996,-0.08887702226638794,0.42123427987098694
37,-0.9990957379341125,-0.0882028192281723,0.4161556363105774
38,-0.99912029504776,-0.08802752196788788,0.4175550043582916
39,-0.9990755319595337,-0.08813176304101944,0.41467294096946716
40,-0.9989460110664368,-0.0859667956829071,0.4081609547138214
41,-0.9989397525787354,-0.08560564368963242,0.4071238040924072
42,-0.999017059803009,-0.08733496814966202,0.4108974039554596
43,-0.999028742313385,-0.08749419450759888,0.41072675585746765
44,-0.9989908337593079,-0.08633912354707718,0.40836891531944275
45,-0.9990217089653015,-0.0878838300704956,0.4093293249607086
46,-0.9990656971931458,-0.0881957933306694,0.41282981634140015
47,-0.9990662932395935,-0.08793992549180984,0.41287270188331604
48,-0.9991254806518555,-0.08890881389379501,0.4156477749347687
49,-0.9991455674171448,-0.089499831199646,0.4182603657245636
50,-0.9990846514701843,-0.08803816884756088,0.414287805557251
51,-0.9990976452827454,-0.08846711367368698,0.41548365354537964
52,-0.9991585612297058,-0.0891154557466507,0.4193091094493866
53,-0.9991241097450256,-0.08874280005693436,0.41744503378868103
54,-0.999139666557312,-0.0884760245680809,0.4181078374385834
55,-0.999108076095581,-0.088585764169693,0.4162682890892029
56,-0.9991500973701477,-0.08881337195634842,0.4185754358768463
57,-0.9991772174835205,-0.08980585634708405,0.4204309284687042
58,-0.9991967082023621,-0.08961530029773712,0.4218989312648773
59,-0.9991655945777893,-0.08933116495609283,0.42017853260040283
60,-0.9990820288658142,-0.08772391825914383,0.4155343770980835
61,-0.9990960359573364,-0.0877782553434372,0.4156561493873596
62,-0.9991112947463989,-0.08812445402145386,0.4164090156555176
63,-0.9989946484565735,-0.0864991545677185,0.40993422269821167
64,-0.998991072177887,-0.08602418750524521,0.40970084071159363
65,-0.998940646648407,-0.08623725175857544,0.4065895080566406
66,-0.9990788698196411,-0.08837494999170303,0.4128456711769104
67,-0.9991066455841064,-0.08826900273561478,0.4150833487510681
68,-0.9991117119789124,-0.08826634287834167,0.41549599170684814
69,-0.9992220997810364,-0.09061050415039062,0.4229121506214142
70,-0.9992035031318665,-0.09007624536752701,0.4220077097415924
71,-0.9991894960403442,-0.08970027416944504,0.4211112856864929
72,-0.9991562962532043,-0.08974207192659378,0.4196224510669708
73,-0.999161422252655,-0.08916426450014114,0.419531911611557
74,-0.9991915822029114,-0.0898677259683609,0.4219220280647278
75,-0.9991455078125,-0.08884297311306,0.41923749446868896
76,-0.9990725517272949,-0.08778170496225357,0.4153623580932617
77,-0.9990833401679993,-0.08758742362260818,0.41496339440345764
78,-0.9990039467811584,-0.08641346544027328,0.4101141691207886
79,-0.999042809009552,-0.08797194808721542,0.4120864272117615
80,-0.999056875705719,-0.08806959539651871,0.41271963715553284
81,-0.999056875705719,-0.0881594717502594,0.41260817646980286
82,-0.9990090131759644,-0.08669880777597427,0.410016804933548
83,-0.9989351034164429,-0.08633387833833694,0.40536418557167053
84,-0.9988683462142944,-0.08523983508348465,0.40228378772735596
85,-0.998805820941925,-0.08502837270498276,0.39897921681404114
86,-0.9988188743591309,-0.08483672887086868,0.3997915983200073
87,-0.9988044500350952,-0.08546280860900879,0.3986756503582001
88,-0.9989186525344849,-0.08648497611284256,0.40384089946746826
89,-0.9989880919456482,-0.08788751810789108,0.40668001770973206
90,-0.9989780783653259,-0.08718147873878479,0.4064691662788391
91,-0.9989168047904968,-0.08631374686956406,0.4032404124736786
92,-0.9989930391311646,-0.08692091703414917,0.40744251012802124
93,-0.9991044402122498,-0.08902095258235931,0.41557931900024414
94,-0.9991090297698975,-0.08903232216835022,0.41564708948135376
95,-0.9991066455841064,-0.0890858918428421,0.4149571359157562
96,-0.9990807771682739,-0.08743645995855331,0.4143979847431183
97,-0.9991430640220642,-0.08890939503908157,0.4180186986923218
98,-0.9991874694824219,-0.08997750282287598,0.42129001021385193
99,-0.9992350339889526,-0.09082446247339249,0.42494675517082214
100,-0.9992029666900635,-0.09061131626367569,0.42247650027275085
101,-0.9992300271987915,-0.09026384353637695,0.4240850806236267
102,-0.9992444515228271,-0.09047798812389374,0.4254958927631378
103,-0.9992075562477112,-0.08950220048427582,0.42353978753089905
104,-0.9992169141769409,-0.09008276462554932,0.4244462251663208
105,-0.9991676211357117,-0.08932816982269287,0.42093124985694885
106,-0.9991281032562256,-0.08900611102581024,0.4185427725315094
107,-0.9990904927253723,-0.0883350521326065,0.4159601032733917
108,-0.9991890788078308,-0.09046909213066101,0.42128637433052063
109,-0.9992097020149231,-0.09046082943677902,0.422362357378006
110,-0.9992021322250366,-0.08983951807022095,0.42190855741500854
111,-0.999182939529419,-0.08920837938785553,0.42094171047210693
112,-0.9991694688796997,-0.08916366100311279,0.42002183198928833
113,-0.9990702867507935,-0.08741617202758789,0.4145202934741974
114,-0.9990880489349365,-0.08817322552204132,0.415815144777298
115,-0.9990565776824951,-0.08818050473928452,0.4137326180934906
116,-0.9990668892860413,-0.08834826946258545,0.41353219747543335
117,-0.999042809009552,-0.0873570442199707,0.4113655090332031
118,-0.9990770220756531,-0.08777418732643127,0.41432103514671326
119,-0.9991210103034973,-0.08837681263685226,0.4161408543586731
120,-0.9991853833198547,-0.0898859053850174,0.4201333224773407
121,-0.9991881847381592,-0.08973214030265808,0.4210472106933594
122,-0.999215304851532,-0.09009971469640732,0.42327672243118286
123,-0.9992213845252991,-0.09005407989025116,0.4235718250274658
124,-0.9991196990013123,-0.08814381808042526,0.4174334704875946
125,-0.9991386532783508,-0.08880443871021271,0.4186956286430359
126,-0.9991797208786011,-0.09021738916635513,0.42069464921951294
127,-0.9991936087608337,-0.09024342149496078,0.42255455255508423
128,-0.9991593360900879,-0.08899351209402084,0.4200529158115387
129,-0.999138355255127,-0.08843140304088593,0.41829928755760193
130,-0.9990614056587219,-0.08719757944345474,0.4133976697921753
131,-0.9990494251251221,-0.0868004858493805,0.4127804934978485
132,-0.9990084767341614,-0.08655009418725967,0.40998342633247375
133,-0.9989812970161438,-0.08661213517189026,0.4088149070739746
134,-0.9990394711494446,-0.08754720538854599,0.4121305048465729
135,-0.9990313053131104,-0.08762380480766296,0.41064807772636414
136,-0.9990872740745544,-0.0886857807636261,0.4139806628227234
137,-0.9991458654403687,-0.08933259546756744,0.41706061363220215
138,-0.9991986751556396,-0.09030437469482422,0.42041659355163574
139,-0.9991304278373718,-0.08820455521345139,0.41810503602027893
140,-0.9991166591644287,-0.08860733360052109,0.41708165407180786
141,-0.9990866184234619,-0.08831462264060974,0.4153260588645935
142,-0.9991208910942078,-0.08882342278957367,0.41714322566986084
143,-0.9990960359573364,-0.08818144351243973,0.4156436324119568
144,-0.9990320801734924,-0.08746343106031418,0.41121581196784973
145,-0.9989186525344849,-0.08582906424999237,0.40532004833221436
146,-0.9989691376686096,-0.08556342124938965,0.40757885575294495
147,-0.9989490509033203,-0.08695065230131149,0.40640243887901306
148,-0.9990390539169312,-0.08851822465658188,0.41103553771972656
149,-0.9990889430046082,-0.08842189610004425,0.4138964116573334
150,-0.9990991950035095,-0.08901643753051758,0.4139292538166046
151,-0.9991145133972168,-0.08894860744476318,0.415513277053833
152,-0.9991632103919983,-0.0892280861735344,0.4180130362510681
153,-0.9991506338119507,-0.08894600719213486,0.4177109897136688
154,-0.9991494417190552,-0.08887069672346115,0.4192575216293335
155,-0.9990953803062439,-0.08817398548126221,0.416231632232666
156,-0.9990575909614563,-0.08752937614917755,0.4120749533176422
157,-0.999186635017395,-0.08947291225194931,0.4203420579433441
158,-0.9992067813873291,-0.0900200754404068,0.4221773147583008
159,-0.9992128014564514,-0.0899544432759285,0.42279934883117676
160,-0.9992005825042725,-0.08984708040952682,0.4220500886440277
161,-0.9991668462753296,-0.08878815919160843,0.41959449648857117
162,-0.9991858601570129,-0.08900932222604752,0.42127102613449097
163,-0.9991846680641174,-0.08949943631887436,0.42152541875839233
164,-0.9991791844367981,-0.08933832496404648,0.42107921838760376
165,-0.9991767406463623,-0.08937912434339523,0.42128023505210876
166,-0.9991230368614197,-0.08811625093221664,0.41766753792762756
167,-0.9990881085395813,-0.08789008110761642,0.4152606725692749
168,-0.999049961566925,-0.08746539056301117,0.4128904640674591
169,-0.9990583658218384,-0.08754695951938629,0.4131025969982147
170,-0.9990947842597961,-0.08850521594285965,0.41491198539733887
171,-0.9990602135658264,-0.08787423372268677,0.4131937623023987
