date,ripple,xrp
2018-04-01 03:04:00,13,0
2018-04-01 03:12:00,27,0
2018-04-01 03:20:00,27,0
2018-04-01 03:28:00,27,14
2018-04-01 03:36:00,55,0
2018-04-01 03:44:00,27,14
2018-04-01 03:52:00,41,14
2018-04-01 04:00:00,0,14
2018-04-01 04:08:00,0,0
2018-04-01 04:16:00,0,14
2018-04-01 04:24:00,14,0
2018-04-01 04:32:00,14,0
2018-04-01 04:40:00,42,0
2018-04-01 04:48:00,42,0
2018-04-01 04:56:00,42,0
2018-04-01 05:04:00,28,0
2018-04-01 05:12:00,14,0
2018-04-01 05:20:00,41,0
2018-04-01 05:28:00,14,0
2018-04-01 05:36:00,54,14
2018-04-01 05:44:00,13,0
2018-04-01 05:52:00,0,13
2018-04-01 06:00:00,52,0
2018-04-01 06:08:00,13,0
2018-04-01 06:16:00,25,0
2018-04-01 06:24:00,13,0
2018-04-01 06:32:00,0,0
2018-04-01 06:40:00,25,12
2018-04-01 06:48:00,24,12
2018-04-01 06:56:00,36,12
2018-04-01 07:04:00,24,0
2018-04-01 07:12:00,35,0
2018-04-01 07:20:00,12,0
2018-04-01 07:28:00,35,12
2018-04-01 07:36:00,11,11
2018-04-01 07:44:00,11,11
2018-04-01 07:52:00,45,0
2018-04-01 08:00:00,0,0
2018-04-01 08:08:00,22,0
2018-04-01 08:16:00,67,22
2018-04-01 08:24:00,11,0
2018-04-01 08:32:00,33,22
2018-04-01 08:40:00,32,0
2018-04-01 08:48:00,11,0
2018-04-01 08:56:00,21,0
2018-04-01 09:04:00,32,11
2018-04-01 09:12:00,42,0
2018-04-01 09:20:00,0,10
2018-04-01 09:28:00,11,11
2018-04-01 09:36:00,53,11
2018-04-01 09:44:00,21,11
2018-04-01 09:52:00,32,0
2018-04-01 10:00:00,11,0
2018-04-01 10:08:00,21,0
2018-04-01 10:16:00,11,0
2018-04-01 10:24:00,21,10
2018-04-01 10:32:00,52,10
2018-04-01 10:40:00,10,0
2018-04-01 10:48:00,10,0
2018-04-01 10:56:00,0,0
2018-04-01 11:04:00,10,10
2018-04-01 11:12:00,20,30
2018-04-01 11:20:00,68,29
2018-04-01 11:28:00,29,10
2018-04-01 11:36:00,29,10
2018-04-01 11:44:00,47,0
2018-04-01 11:52:00,9,0
2018-04-01 12:00:00,19,0
2018-04-01 12:08:00,28,0
2018-04-01 12:16:00,27,9
2018-04-01 12:24:00,53,0
2018-04-01 12:32:00,18,0
2018-04-01 12:40:00,9,0
2018-04-01 12:48:00,26,0
2018-04-01 12:56:00,17,0
2018-04-01 13:04:00,26,0
2018-04-01 13:12:00,17,0
2018-04-01 13:20:00,17,17
2018-04-01 13:28:00,41,8
2018-04-01 13:36:00,16,0
2018-04-01 13:44:00,24,24
2018-04-01 13:52:00,16,8
2018-04-01 14:00:00,40,8
2018-04-01 14:08:00,48,0
2018-04-01 14:16:00,55,16
2018-04-01 14:24:00,23,8
2018-04-01 14:32:00,16,8
2018-04-01 14:40:00,16,16
2018-04-01 14:48:00,8,0
2018-04-01 14:56:00,23,8
2018-04-01 15:04:00,23,0
2018-04-01 15:12:00,23,0
2018-04-01 15:20:00,39,8
2018-04-01 15:28:00,23,8
2018-04-01 15:36:00,31,31
2018-04-01 15:44:00,31,0
2018-04-01 15:52:00,31,8
2018-04-01 16:00:00,31,15
2018-04-01 16:08:00,39,16
2018-04-01 16:16:00,23,0
2018-04-01 16:24:00,8,0
2018-04-01 16:32:00,39,8
2018-04-01 16:40:00,23,16
2018-04-01 16:48:00,23,8
2018-04-01 16:56:00,15,0
2018-04-01 17:04:00,23,16
2018-04-01 17:12:00,8,24
2018-04-01 17:20:00,31,8
2018-04-01 17:28:00,16,0
2018-04-01 17:36:00,16,8
2018-04-01 17:44:00,16,16
2018-04-01 17:52:00,40,8
2018-04-01 18:00:00,8,16
2018-04-01 18:08:00,24,0
2018-04-01 18:16:00,33,16
2018-04-01 18:24:00,33,25
2018-04-01 18:32:00,16,8
2018-04-01 18:40:00,33,8
2018-04-01 18:48:00,42,0
2018-04-01 18:56:00,17,0
2018-04-01 19:04:00,42,0
2018-04-01 19:12:00,9,9
2018-04-01 19:20:00,9,9
2018-04-01 19:28:00,17,0
2018-04-01 19:36:00,18,0
2018-04-01 19:44:00,53,9
2018-04-01 19:52:00,0,9
2018-04-01 20:00:00,27,9
2018-04-01 20:08:00,46,0
2018-04-01 20:16:00,28,9
2018-04-01 20:24:00,37,19
2018-04-01 20:32:00,38,9
2018-04-01 20:40:00,38,0
2018-04-01 20:48:00,28,19
2018-04-01 20:56:00,10,10
2018-04-01 21:04:00,79,10
2018-04-01 21:12:00,50,30
2018-04-01 21:20:00,0,10
2018-04-01 21:28:00,0,21
2018-04-01 21:36:00,21,11
2018-04-01 21:44:00,85,11
2018-04-01 21:52:00,32,0
2018-04-01 22:00:00,66,0
2018-04-01 22:08:00,56,22
2018-04-01 22:16:00,11,11
2018-04-01 22:24:00,0,11
2018-04-01 22:32:00,35,35
2018-04-01 22:40:00,59,12
2018-04-01 22:48:00,36,24
2018-04-01 22:56:00,12,12
2018-04-01 23:04:00,61,12
2018-04-01 23:12:00,12,0
2018-04-01 23:20:00,25,12
2018-04-01 23:28:00,12,0
2018-04-01 23:36:00,100,38
2018-04-01 23:44:00,63,0
2018-04-01 23:52:00,25,13
2018-04-02 00:00:00,0,0
2018-04-02 00:00:00,0,0
2018-04-02 00:08:00,11,22
2018-04-02 00:16:00,22,22
2018-04-02 00:24:00,11,11
2018-04-02 00:32:00,0,11
2018-04-02 00:40:00,22,11
2018-04-02 00:48:00,21,0
2018-04-02 00:56:00,53,21
2018-04-02 01:04:00,32,0
2018-04-02 01:12:00,11,0
2018-04-02 01:20:00,21,21
2018-04-02 01:28:00,63,10
2018-04-02 01:36:00,52,0
2018-04-02 01:44:00,32,11
2018-04-02 01:52:00,32,21
2018-04-02 02:00:00,0,11
2018-04-02 02:08:00,43,11
2018-04-02 02:16:00,21,0
2018-04-02 02:24:00,32,11
2018-04-02 02:32:00,65,33
2018-04-02 02:40:00,22,11
2018-04-02 02:48:00,22,11
2018-04-02 02:56:00,22,0
2018-04-02 03:04:00,44,0
2018-04-02 03:12:00,11,11
2018-04-02 03:20:00,100,33
2018-04-02 03:28:00,22,22
2018-04-02 03:36:00,23,11
2018-04-02 03:44:00,23,23
2018-04-02 03:52:00,46,0
2018-04-02 04:00:00,23,12
2018-04-02 04:08:00,24,0
2018-04-02 04:16:00,59,35
2018-04-02 04:24:00,36,0
2018-04-02 04:32:00,24,24
2018-04-02 04:40:00,35,12
2018-04-02 04:48:00,24,0
2018-04-02 04:56:00,71,12
2018-04-02 05:04:00,12,0
2018-04-02 05:12:00,23,12
2018-04-02 05:20:00,46,0
2018-04-02 05:28:00,91,11
2018-04-02 05:36:00,22,0
2018-04-02 05:44:00,66,0
2018-04-02 05:52:00,22,0
2018-04-02 06:00:00,21,11
2018-04-02 06:08:00,21,11
2018-04-02 06:16:00,31,0
2018-04-02 06:24:00,41,0
2018-04-02 06:32:00,10,0
2018-04-02 06:40:00,30,0
2018-04-02 06:48:00,20,20
2018-04-02 06:56:00,19,0
2018-04-02 07:04:00,10,10
2018-04-02 07:12:00,28,0
2018-04-02 07:20:00,0,9
2018-04-02 07:28:00,46,0
2018-04-02 07:36:00,37,9
2018-04-02 07:44:00,36,18
2018-04-02 07:52:00,27,0
2018-04-02 08:00:00,27,0
2018-04-02 08:08:00,53,0
2018-04-02 08:16:00,35,18
2018-04-02 08:24:00,35,9
2018-04-02 08:32:00,43,0
2018-04-02 08:40:00,26,0
2018-04-02 08:48:00,43,9
2018-04-02 08:56:00,51,9
2018-04-02 09:04:00,26,26
2018-04-02 09:12:00,50,0
2018-04-02 09:20:00,33,0
2018-04-02 09:28:00,17,8
2018-04-02 09:36:00,17,8
2018-04-02 09:44:00,41,8
2018-04-02 09:52:00,25,8
2018-04-02 10:00:00,41,8
2018-04-02 10:08:00,0,8
2018-04-02 10:16:00,41,0
2018-04-02 10:24:00,24,0
2018-04-02 10:32:00,32,8
2018-04-02 10:40:00,16,0
2018-04-02 10:48:00,31,16
2018-04-02 10:56:00,39,16
2018-04-02 11:04:00,38,0
2018-04-02 11:12:00,15,0
2018-04-02 11:20:00,44,37
2018-04-02 11:28:00,66,15
2018-04-02 11:36:00,14,14
2018-04-02 11:44:00,29,0
2018-04-02 11:52:00,7,0
2018-04-02 12:00:00,21,0
2018-04-02 12:08:00,28,7
2018-04-02 12:16:00,27,0
2018-04-02 12:24:00,34,7
2018-04-02 12:32:00,27,0
2018-04-02 12:40:00,26,20
2018-04-02 12:48:00,13,6
2018-04-02 12:56:00,64,13
2018-04-02 13:04:00,38,0
2018-04-02 13:12:00,25,6
2018-04-02 13:20:00,12,19
2018-04-02 13:28:00,18,6
2018-04-02 13:36:00,30,0
2018-04-02 13:44:00,36,0
2018-04-02 13:52:00,30,6
2018-04-02 14:00:00,42,18
2018-04-02 14:08:00,53,12
2018-04-02 14:16:00,18,12
2018-04-02 14:24:00,18,12
2018-04-02 14:32:00,58,17
2018-04-02 14:40:00,46,12
2018-04-02 14:48:00,6,0
2018-04-02 14:56:00,17,6
2018-04-02 15:04:00,35,12
2018-04-02 15:12:00,35,6
2018-04-02 15:20:00,12,12
2018-04-02 15:28:00,23,17
2018-04-02 15:36:00,23,12
2018-04-02 15:44:00,35,6
2018-04-02 15:52:00,29,17
2018-04-02 16:00:00,46,0
2018-04-02 16:08:00,46,0
2018-04-02 16:16:00,29,17
2018-04-02 16:24:00,63,0
2018-04-02 16:32:00,12,12
2018-04-02 16:40:00,35,17
2018-04-02 16:48:00,35,12
2018-04-02 16:56:00,41,17
2018-04-02 17:04:00,35,0
2018-04-02 17:12:00,47,6
2018-04-02 17:20:00,17,12
2018-04-02 17:28:00,35,6
2018-04-02 17:36:00,30,24
2018-04-02 17:44:00,35,6
2018-04-02 17:52:00,12,6
2018-04-02 18:00:00,18,6
2018-04-02 18:08:00,42,6
2018-04-02 18:16:00,42,0
2018-04-02 18:24:00,24,0
2018-04-02 18:32:00,48,30
2018-04-02 18:40:00,24,12
2018-04-02 18:48:00,31,6
2018-04-02 18:56:00,31,6
2018-04-02 19:04:00,31,31
2018-04-02 19:12:00,56,0
2018-04-02 19:20:00,13,6
2018-04-02 19:28:00,32,13
2018-04-02 19:36:00,39,13
2018-04-02 19:44:00,26,13
2018-04-02 19:52:00,33,7
2018-04-02 20:00:00,54,13
2018-04-02 20:08:00,41,14
2018-04-02 20:16:00,35,7
2018-04-02 20:24:00,35,7
2018-04-02 20:32:00,29,14
2018-04-02 20:40:00,22,29
2018-04-02 20:48:00,66,15
2018-04-02 20:56:00,8,8
2018-04-02 21:04:00,85,0
2018-04-02 21:12:00,55,8
2018-04-02 21:20:00,56,16
2018-04-02 21:28:00,0,0
2018-04-02 21:36:00,25,17
2018-04-02 21:44:00,17,0
2018-04-02 21:52:00,44,26
2018-04-02 22:00:00,27,18
2018-04-02 22:08:00,18,9
2018-04-02 22:16:00,37,9
2018-04-02 22:24:00,75,9
2018-04-02 22:32:00,38,9
2018-04-02 22:40:00,38,0
2018-04-02 22:48:00,39,10
2018-04-02 22:56:00,29,10
2018-04-02 23:04:00,30,0
2018-04-02 23:12:00,30,10
2018-04-02 23:20:00,30,10
2018-04-02 23:28:00,30,0
2018-04-02 23:36:00,10,0
2018-04-02 23:44:00,10,0
2018-04-02 23:52:00,20,20
2018-04-03 00:00:00,40,0
2018-04-03 00:00:00,44,0
2018-04-03 00:08:00,55,0
2018-04-03 00:16:00,44,11
2018-04-03 00:24:00,44,0
2018-04-03 00:32:00,11,22
2018-04-03 00:40:00,22,11
2018-04-03 00:48:00,54,0
2018-04-03 00:56:00,22,22
2018-04-03 01:04:00,21,11
2018-04-03 01:12:00,21,0
2018-04-03 01:20:00,32,0
2018-04-03 01:28:00,43,11
2018-04-03 01:36:00,21,0
2018-04-03 01:44:00,32,11
2018-04-03 01:52:00,43,11
2018-04-03 02:00:00,32,11
2018-04-03 02:08:00,64,11
2018-04-03 02:16:00,43,22
2018-04-03 02:24:00,43,22
2018-04-03 02:32:00,33,0
2018-04-03 02:40:00,22,22
2018-04-03 02:48:00,56,11
2018-04-03 02:56:00,34,0
2018-04-03 03:04:00,23,0
2018-04-03 03:12:00,45,11
2018-04-03 03:20:00,57,23
2018-04-03 03:28:00,69,34
2018-04-03 03:36:00,23,35
2018-04-03 03:44:00,23,0
2018-04-03 03:52:00,35,12
2018-04-03 04:00:00,48,12
2018-04-03 04:08:00,0,0
2018-04-03 04:16:00,12,24
2018-04-03 04:24:00,48,12
2018-04-03 04:32:00,36,48
2018-04-03 04:40:00,12,12
2018-04-03 04:48:00,0,0
2018-04-03 04:56:00,47,35
2018-04-03 05:04:00,46,23
2018-04-03 05:12:00,23,11
2018-04-03 05:20:00,23,0
2018-04-03 05:28:00,89,22
2018-04-03 05:36:00,55,11
2018-04-03 05:44:00,76,11
2018-04-03 05:52:00,86,11
2018-04-03 06:00:00,31,10
2018-04-03 06:08:00,10,10
2018-04-03 06:16:00,10,10
2018-04-03 06:24:00,60,20
2018-04-03 06:32:00,59,0
2018-04-03 06:40:00,29,0
2018-04-03 06:48:00,10,0
2018-04-03 06:56:00,57,9
2018-04-03 07:04:00,38,9
2018-04-03 07:12:00,28,9
2018-04-03 07:20:00,55,18
2018-04-03 07:28:00,64,18
2018-04-03 07:36:00,27,9
2018-04-03 07:44:00,27,0
2018-04-03 07:52:00,36,0
2018-04-03 08:00:00,36,18
2018-04-03 08:08:00,62,0
2018-04-03 08:16:00,62,18
2018-04-03 08:24:00,26,9
2018-04-03 08:32:00,26,26
2018-04-03 08:40:00,61,9
2018-04-03 08:48:00,26,0
2018-04-03 08:56:00,60,0
2018-04-03 09:04:00,51,34
2018-04-03 09:12:00,59,0
2018-04-03 09:20:00,33,8
2018-04-03 09:28:00,33,42
2018-04-03 09:36:00,66,50
2018-04-03 09:44:00,41,41
2018-04-03 09:52:00,41,17
2018-04-03 10:00:00,100,25
2018-04-03 10:08:00,33,17
2018-04-03 10:16:00,41,8
2018-04-03 10:24:00,49,40
2018-04-03 10:32:00,24,8
2018-04-03 10:40:00,40,24
2018-04-03 10:48:00,39,8
2018-04-03 10:56:00,70,16
2018-04-03 11:04:00,8,8
2018-04-03 11:12:00,37,0
2018-04-03 11:20:00,51,15
2018-04-03 11:28:00,58,14
2018-04-03 11:36:00,14,14
2018-04-03 11:44:00,64,28
2018-04-03 11:52:00,28,0
2018-04-03 12:00:00,35,21
2018-04-03 12:08:00,62,14
2018-04-03 12:16:00,34,0
2018-04-03 12:24:00,41,20
2018-04-03 12:32:00,53,7
2018-04-03 12:40:00,33,33
2018-04-03 12:48:00,26,26
2018-04-03 12:56:00,52,19
2018-04-03 13:04:00,51,19
2018-04-03 13:12:00,50,25
2018-04-03 13:20:00,63,13
2018-04-03 13:28:00,43,31
2018-04-03 13:36:00,43,6
2018-04-03 13:44:00,18,6
2018-04-03 13:52:00,24,18
2018-04-03 14:00:00,55,12
2018-04-03 14:08:00,61,24
2018-04-03 14:16:00,36,6
2018-04-03 14:24:00,54,24
2018-04-03 14:32:00,36,6
2018-04-03 14:40:00,60,12
2018-04-03 14:48:00,36,12
2018-04-03 14:56:00,36,6
2018-04-03 15:04:00,43,0
2018-04-03 15:12:00,43,18
2018-04-03 15:20:00,61,0
2018-04-03 15:28:00,43,12
2018-04-03 15:36:00,61,12
2018-04-03 15:44:00,37,12
2018-04-03 15:52:00,67,6
2018-04-03 16:00:00,37,6
2018-04-03 16:08:00,6,12
2018-04-03 16:16:00,87,6
2018-04-03 16:24:00,50,43
2018-04-03 16:32:00,37,6
2018-04-03 16:40:00,37,0
2018-04-03 16:48:00,69,19
2018-04-03 16:56:00,57,25
2018-04-03 17:04:00,6,13
2018-04-03 17:12:00,44,19
2018-04-03 17:20:00,51,13
2018-04-03 17:28:00,45,19
2018-04-03 17:36:00,13,26
2018-04-03 17:44:00,19,6
2018-04-03 17:52:00,45,26
2018-04-03 18:00:00,45,13
2018-04-03 18:08:00,26,13
2018-04-03 18:16:00,45,13
2018-04-03 18:24:00,78,0
2018-04-03 18:32:00,26,13
2018-04-03 18:40:00,58,13
2018-04-03 18:48:00,26,0
2018-04-03 18:56:00,39,0
2018-04-03 19:04:00,53,20
2018-04-03 19:12:00,73,7
2018-04-03 19:20:00,27,7
2018-04-03 19:28:00,67,13
2018-04-03 19:36:00,47,27
2018-04-03 19:44:00,61,0
2018-04-03 19:52:00,35,7
2018-04-03 20:00:00,43,29
2018-04-03 20:08:00,43,7
2018-04-03 20:16:00,86,22
2018-04-03 20:24:00,22,22
2018-04-03 20:32:00,29,15
2018-04-03 20:40:00,60,15
2018-04-03 20:48:00,31,0
2018-04-03 20:56:00,16,0
2018-04-03 21:04:00,65,8
2018-04-03 21:12:00,42,17
2018-04-03 21:20:00,26,17
2018-04-03 21:28:00,61,0
2018-04-03 21:36:00,36,18
2018-04-03 21:44:00,55,0
2018-04-03 21:52:00,9,9
2018-04-03 22:00:00,48,19
2018-04-03 22:08:00,20,0
2018-04-03 22:16:00,30,30
2018-04-03 22:24:00,70,10
2018-04-03 22:32:00,51,10
2018-04-03 22:40:00,31,0
2018-04-03 22:48:00,73,0
2018-04-03 22:56:00,32,0
2018-04-03 23:04:00,43,21
2018-04-03 23:12:00,32,0
2018-04-03 23:20:00,43,0
2018-04-03 23:28:00,55,33
2018-04-03 23:36:00,11,0
2018-04-03 23:44:00,22,11
2018-04-03 23:52:00,33,0
2018-04-04 00:00:00,66,33
2018-04-04 00:00:00,70,35
2018-04-04 00:08:00,58,12
2018-04-04 00:16:00,12,23
2018-04-04 00:24:00,35,23
2018-04-04 00:32:00,11,11
2018-04-04 00:40:00,23,0
2018-04-04 00:48:00,57,57
2018-04-04 00:56:00,23,11
2018-04-04 01:04:00,23,11
2018-04-04 01:12:00,56,22
2018-04-04 01:20:00,23,0
2018-04-04 01:28:00,45,0
2018-04-04 01:36:00,0,11
2018-04-04 01:44:00,11,0
2018-04-04 01:52:00,11,11
2018-04-04 02:00:00,23,0
2018-04-04 02:08:00,57,0
2018-04-04 02:16:00,92,11
2018-04-04 02:24:00,12,12
2018-04-04 02:32:00,59,12
2018-04-04 02:40:00,24,12
2018-04-04 02:48:00,47,24
2018-04-04 02:56:00,48,0
2018-04-04 03:04:00,73,12
2018-04-04 03:12:00,96,36
2018-04-04 03:20:00,36,0
2018-04-04 03:28:00,12,37
2018-04-04 03:36:00,25,0
2018-04-04 03:44:00,74,0
2018-04-04 03:52:00,50,12
2018-04-04 04:00:00,25,38
2018-04-04 04:08:00,13,13
2018-04-04 04:16:00,100,37
2018-04-04 04:24:00,12,12
2018-04-04 04:32:00,37,12
2018-04-04 04:40:00,37,12
2018-04-04 04:48:00,61,12
2018-04-04 04:56:00,49,24
2018-04-04 05:04:00,36,12
2018-04-04 05:12:00,24,12
2018-04-04 05:20:00,12,12
2018-04-04 05:28:00,35,12
2018-04-04 05:36:00,69,11
2018-04-04 05:44:00,23,11
2018-04-04 05:52:00,11,11
2018-04-04 06:00:00,54,0
2018-04-04 06:08:00,32,11
2018-04-04 06:16:00,32,0
2018-04-04 06:24:00,32,32
2018-04-04 06:32:00,31,10
2018-04-04 06:40:00,10,10
2018-04-04 06:48:00,61,20
2018-04-04 06:56:00,60,10
2018-04-04 07:04:00,59,10
2018-04-04 07:12:00,29,10
2018-04-04 07:20:00,10,0
2018-04-04 07:28:00,29,29
2018-04-04 07:36:00,48,19
2018-04-04 07:44:00,57,19
2018-04-04 07:52:00,38,0
2018-04-04 08:00:00,38,9
2018-04-04 08:08:00,38,19
2018-04-04 08:16:00,66,9
2018-04-04 08:24:00,9,0
2018-04-04 08:32:00,46,0
2018-04-04 08:40:00,18,9
2018-04-04 08:48:00,37,9
2018-04-04 08:56:00,55,9
2018-04-04 09:04:00,46,9
2018-04-04 09:12:00,63,27
2018-04-04 09:20:00,36,9
2018-04-04 09:28:00,36,9
2018-04-04 09:36:00,27,9
2018-04-04 09:44:00,53,0
2018-04-04 09:52:00,53,9
2018-04-04 10:00:00,36,27
2018-04-04 10:08:00,53,0
2018-04-04 10:16:00,35,9
2018-04-04 10:24:00,52,0
2018-04-04 10:32:00,17,17
2018-04-04 10:40:00,34,0
2018-04-04 10:48:00,33,0
2018-04-04 10:56:00,25,8
2018-04-04 11:04:00,33,8
2018-04-04 11:12:00,24,0
2018-04-04 11:20:00,23,0
2018-04-04 11:28:00,54,8
2018-04-04 11:36:00,53,15
2018-04-04 11:44:00,61,0
2018-04-04 11:52:00,15,15
2018-04-04 12:00:00,30,22
2018-04-04 12:08:00,66,0
2018-04-04 12:16:00,44,7
2018-04-04 12:24:00,14,7
2018-04-04 12:32:00,43,28
2018-04-04 12:40:00,28,28
2018-04-04 12:48:00,48,7
2018-04-04 12:56:00,28,14
2018-04-04 13:04:00,27,7
2018-04-04 13:12:00,27,7
2018-04-04 13:20:00,27,7
2018-04-04 13:28:00,39,7
2018-04-04 13:36:00,46,7
2018-04-04 13:44:00,46,7
2018-04-04 13:52:00,46,7
2018-04-04 14:00:00,58,6
2018-04-04 14:08:00,52,6
2018-04-04 14:16:00,19,6
2018-04-04 14:24:00,26,6
2018-04-04 14:32:00,71,13
2018-04-04 14:40:00,51,6
2018-04-04 14:48:00,57,13
2018-04-04 14:56:00,39,19
2018-04-04 15:04:00,59,7
2018-04-04 15:12:00,19,6
2018-04-04 15:20:00,33,20
2018-04-04 15:28:00,39,7
2018-04-04 15:36:00,52,7
2018-04-04 15:44:00,20,13
2018-04-04 15:52:00,59,13
2018-04-04 16:00:00,66,7
2018-04-04 16:08:00,27,0
2018-04-04 16:16:00,27,7
2018-04-04 16:24:00,53,7
2018-04-04 16:32:00,66,13
2018-04-04 16:40:00,40,13
2018-04-04 16:48:00,47,13
2018-04-04 16:56:00,27,7
2018-04-04 17:04:00,47,27
2018-04-04 17:12:00,14,7
2018-04-04 17:20:00,54,7
2018-04-04 17:28:00,34,34
2018-04-04 17:36:00,21,7
2018-04-04 17:44:00,14,20
2018-04-04 17:52:00,41,7
2018-04-04 18:00:00,21,21
2018-04-04 18:08:00,62,14
2018-04-04 18:16:00,34,0
2018-04-04 18:24:00,41,0
2018-04-04 18:32:00,27,21
2018-04-04 18:40:00,54,48
2018-04-04 18:48:00,20,7
2018-04-04 18:56:00,35,7
2018-04-04 19:04:00,28,7
2018-04-04 19:12:00,50,7
2018-04-04 19:20:00,14,0
2018-04-04 19:28:00,21,0
2018-04-04 19:36:00,64,35
2018-04-04 19:44:00,36,14
2018-04-04 19:52:00,59,22
2018-04-04 20:00:00,15,30
2018-04-04 20:08:00,8,8
2018-04-04 20:16:00,39,8
2018-04-04 20:24:00,32,8
2018-04-04 20:32:00,56,24
2018-04-04 20:40:00,48,8
2018-04-04 20:48:00,41,17
2018-04-04 20:56:00,51,9
2018-04-04 21:04:00,62,18
2018-04-04 21:12:00,27,0
2018-04-04 21:20:00,37,9
2018-04-04 21:28:00,38,28
2018-04-04 21:36:00,87,19
2018-04-04 21:44:00,30,0
2018-04-04 21:52:00,30,40
2018-04-04 22:00:00,41,10
2018-04-04 22:08:00,42,10
2018-04-04 22:16:00,11,0
2018-04-04 22:24:00,33,0
2018-04-04 22:32:00,33,0
2018-04-04 22:40:00,45,11
2018-04-04 22:48:00,34,11
2018-04-04 22:56:00,11,0
2018-04-04 23:04:00,12,23
2018-04-04 23:12:00,12,0
2018-04-04 23:20:00,35,23
2018-04-04 23:28:00,35,0
2018-04-04 23:36:00,59,24
2018-04-04 23:44:00,12,24
2018-04-04 23:52:00,47,24
2018-04-05 00:00:00,59,24
2018-04-05 00:00:00,56,22
2018-04-05 00:08:00,11,11
2018-04-05 00:16:00,11,0
2018-04-05 00:24:00,33,0
2018-04-05 00:32:00,22,33
2018-04-05 00:40:00,22,0
2018-04-05 00:48:00,33,0
2018-04-05 00:56:00,11,11
2018-04-05 01:04:00,22,11
2018-04-05 01:12:00,11,32
2018-04-05 01:20:00,32,0
2018-04-05 01:28:00,32,32
2018-04-05 01:36:00,43,0
2018-04-05 01:44:00,0,0
2018-04-05 01:52:00,87,11
2018-04-05 02:00:00,33,11
2018-04-05 02:08:00,11,0
2018-04-05 02:16:00,66,11
2018-04-05 02:24:00,33,0
2018-04-05 02:32:00,22,0
2018-04-05 02:40:00,67,34
2018-04-05 02:48:00,45,11
2018-04-05 02:56:00,34,0
2018-04-05 03:04:00,23,11
2018-04-05 03:12:00,23,0
2018-04-05 03:20:00,46,11
2018-04-05 03:28:00,12,12
2018-04-05 03:36:00,70,12
2018-04-05 03:44:00,23,12
2018-04-05 03:52:00,59,0
2018-04-05 04:00:00,12,12
2018-04-05 04:08:00,24,12
2018-04-05 04:16:00,59,0
2018-04-05 04:24:00,24,12
2018-04-05 04:32:00,24,12
2018-04-05 04:40:00,24,12
2018-04-05 04:48:00,23,0
2018-04-05 04:56:00,35,0
2018-04-05 05:04:00,23,0
2018-04-05 05:12:00,34,0
2018-04-05 05:20:00,11,11
2018-04-05 05:28:00,33,22
2018-04-05 05:36:00,33,11
2018-04-05 05:44:00,54,11
2018-04-05 05:52:00,64,11
2018-04-05 06:00:00,10,10
2018-04-05 06:08:00,30,0
2018-04-05 06:16:00,20,10
2018-04-05 06:24:00,50,0
2018-04-05 06:32:00,0,0
2018-04-05 06:40:00,39,10
2018-04-05 06:48:00,29,10
2018-04-05 06:56:00,47,0
2018-04-05 07:04:00,47,19
2018-04-05 07:12:00,84,0
2018-04-05 07:20:00,46,0
2018-04-05 07:28:00,28,9
2018-04-05 07:36:00,37,18
2018-04-05 07:44:00,55,0
2018-04-05 07:52:00,36,9
2018-04-05 08:00:00,18,9
2018-04-05 08:08:00,36,0
2018-04-05 08:16:00,0,0
2018-04-05 08:24:00,36,0
2018-04-05 08:32:00,35,9
2018-04-05 08:40:00,97,9
2018-04-05 08:48:00,18,0
2018-04-05 08:56:00,18,9
2018-04-05 09:04:00,17,9
2018-04-05 09:12:00,26,9
2018-04-05 09:20:00,60,17
2018-04-05 09:28:00,60,17
2018-04-05 09:36:00,17,25
2018-04-05 09:44:00,25,0
2018-04-05 09:52:00,76,25
2018-04-05 10:00:00,51,17
2018-04-05 10:08:00,8,0
2018-04-05 10:16:00,100,8
2018-04-05 10:24:00,33,8
2018-04-05 10:32:00,33,25
2018-04-05 10:40:00,56,0
2018-04-05 10:48:00,40,8
2018-04-05 10:56:00,71,24
2018-04-05 11:04:00,16,16
2018-04-05 11:12:00,8,15
2018-04-05 11:20:00,45,23
2018-04-05 11:28:00,15,0
2018-04-05 11:36:00,22,7
2018-04-05 11:44:00,44,22
2018-04-05 11:52:00,58,0
2018-04-05 12:00:00,7,0
2018-04-05 12:08:00,35,7
2018-04-05 12:16:00,42,0
2018-04-05 12:24:00,76,14
2018-04-05 12:32:00,41,7
2018-04-05 12:40:00,34,0
2018-04-05 12:48:00,27,27
2018-04-05 12:56:00,33,13
2018-04-05 13:04:00,46,20
2018-04-05 13:12:00,65,6
2018-04-05 13:20:00,38,0
2018-04-05 13:28:00,32,13
2018-04-05 13:36:00,51,19
2018-04-05 13:44:00,50,6
2018-04-05 13:52:00,38,13
2018-04-05 14:00:00,31,6
2018-04-05 14:08:00,62,31
2018-04-05 14:16:00,68,12
2018-04-05 14:24:00,19,0
2018-04-05 14:32:00,25,31
2018-04-05 14:40:00,74,12
2018-04-05 14:48:00,31,6
2018-04-05 14:56:00,25,6
2018-04-05 15:04:00,69,13
2018-04-05 15:12:00,31,19
2018-04-05 15:20:00,38,13
2018-04-05 15:28:00,25,32
2018-04-05 15:36:00,19,19
2018-04-05 15:44:00,44,0
2018-04-05 15:52:00,13,6
2018-04-05 16:00:00,25,0
