date,ripple,xrp
2018-02-26 01:04:00,38,19
2018-02-26 01:12:00,38,28
2018-02-26 01:20:00,28,9
2018-02-26 01:28:00,75,9
2018-02-26 01:36:00,56,28
2018-02-26 01:44:00,47,0
2018-02-26 01:52:00,37,19
2018-02-26 02:00:00,38,0
2018-02-26 02:08:00,28,28
2018-02-26 02:16:00,19,9
2018-02-26 02:24:00,38,0
2018-02-26 02:32:00,19,19
2018-02-26 02:40:00,38,29
2018-02-26 02:48:00,57,10
2018-02-26 02:56:00,29,10
2018-02-26 03:04:00,29,19
2018-02-26 03:12:00,48,10
2018-02-26 03:20:00,67,0
2018-02-26 03:28:00,58,10
2018-02-26 03:36:00,68,19
2018-02-26 03:44:00,10,0
2018-02-26 03:52:00,40,0
2018-02-26 04:00:00,70,10
2018-02-26 04:08:00,30,0
2018-02-26 04:16:00,71,0
2018-02-26 04:24:00,51,10
2018-02-26 04:32:00,20,10
2018-02-26 04:40:00,41,10
2018-02-26 04:48:00,31,31
2018-02-26 04:56:00,62,0
2018-02-26 05:04:00,62,10
2018-02-26 05:12:00,92,20
2018-02-26 05:20:00,71,20
2018-02-26 05:28:00,61,30
2018-02-26 05:36:00,50,10
2018-02-26 05:44:00,40,30
2018-02-26 05:52:00,30,10
2018-02-26 06:00:00,39,0
2018-02-26 06:08:00,48,0
2018-02-26 06:16:00,66,19
2018-02-26 06:24:00,37,9
2018-02-26 06:32:00,18,0
2018-02-26 06:40:00,82,46
2018-02-26 06:48:00,63,18
2018-02-26 06:56:00,35,18
2018-02-26 07:04:00,61,26
2018-02-26 07:12:00,17,17
2018-02-26 07:20:00,25,0
2018-02-26 07:28:00,25,8
2018-02-26 07:36:00,74,33
2018-02-26 07:44:00,49,16
2018-02-26 07:52:00,40,0
2018-02-26 08:00:00,47,24
2018-02-26 08:08:00,63,23
2018-02-26 08:16:00,39,23
2018-02-26 08:24:00,31,8
2018-02-26 08:32:00,54,23
2018-02-26 08:40:00,76,8
2018-02-26 08:48:00,23,8
2018-02-26 08:56:00,60,23
2018-02-26 09:04:00,59,15
2018-02-26 09:12:00,58,0
2018-02-26 09:20:00,14,14
2018-02-26 09:28:00,36,0
2018-02-26 09:36:00,50,14
2018-02-26 09:44:00,43,0
2018-02-26 09:52:00,85,14
2018-02-26 10:00:00,43,7
2018-02-26 10:08:00,63,0
2018-02-26 10:16:00,21,14
2018-02-26 10:24:00,49,7
2018-02-26 10:32:00,62,7
2018-02-26 10:40:00,41,0
2018-02-26 10:48:00,41,27
2018-02-26 10:56:00,20,14
2018-02-26 11:04:00,41,27
2018-02-26 11:12:00,20,0
2018-02-26 11:20:00,26,7
2018-02-26 11:28:00,32,6
2018-02-26 11:36:00,51,6
2018-02-26 11:44:00,25,13
2018-02-26 11:52:00,44,6
2018-02-26 12:00:00,94,6
2018-02-26 12:08:00,50,6
2018-02-26 12:16:00,12,18
2018-02-26 12:24:00,36,12
2018-02-26 12:32:00,47,6
2018-02-26 12:40:00,23,6
2018-02-26 12:48:00,29,6
2018-02-26 12:56:00,40,11
2018-02-26 13:04:00,73,17
2018-02-26 13:12:00,22,6
2018-02-26 13:20:00,27,0
2018-02-26 13:28:00,33,33
2018-02-26 13:36:00,65,16
2018-02-26 13:44:00,53,16
2018-02-26 13:52:00,27,11
2018-02-26 14:00:00,74,21
2018-02-26 14:08:00,47,26
2018-02-26 14:16:00,31,26
2018-02-26 14:24:00,31,21
2018-02-26 14:32:00,57,10
2018-02-26 14:40:00,46,10
2018-02-26 14:48:00,46,5
2018-02-26 14:56:00,41,10
2018-02-26 15:04:00,31,21
2018-02-26 15:12:00,46,21
2018-02-26 15:20:00,52,10
2018-02-26 15:28:00,62,21
2018-02-26 15:36:00,41,21
2018-02-26 15:44:00,41,15
2018-02-26 15:52:00,82,36
2018-02-26 16:00:00,31,10
2018-02-26 16:08:00,82,20
2018-02-26 16:16:00,56,10
2018-02-26 16:24:00,41,15
2018-02-26 16:32:00,41,10
2018-02-26 16:40:00,62,10
2018-02-26 16:48:00,57,10
2018-02-26 16:56:00,63,5
2018-02-26 17:04:00,37,5
2018-02-26 17:12:00,47,11
2018-02-26 17:20:00,69,11
2018-02-26 17:28:00,85,5
2018-02-26 17:36:00,75,0
2018-02-26 17:44:00,48,32
2018-02-26 17:52:00,54,22
2018-02-26 18:00:00,38,11
2018-02-26 18:08:00,66,5
2018-02-26 18:16:00,61,17
2018-02-26 18:24:00,100,0
2018-02-26 18:32:00,44,6
2018-02-26 18:40:00,61,17
2018-02-26 18:48:00,62,17
2018-02-26 18:56:00,62,17
2018-02-26 19:04:00,40,0
2018-02-26 19:12:00,51,11
2018-02-26 19:20:00,52,11
2018-02-26 19:28:00,34,17
2018-02-26 19:36:00,35,46
2018-02-26 19:44:00,29,11
2018-02-26 19:52:00,35,17
2018-02-26 20:00:00,41,18
2018-02-26 20:08:00,36,6
2018-02-26 20:16:00,84,0
2018-02-26 20:24:00,37,18
2018-02-26 20:32:00,43,18
2018-02-26 20:40:00,49,12
2018-02-26 20:48:00,56,6
2018-02-26 20:56:00,13,25
2018-02-26 21:04:00,78,19
2018-02-26 21:12:00,78,39
2018-02-26 21:20:00,60,20
2018-02-26 21:28:00,20,7
2018-02-26 21:36:00,55,14
2018-02-26 21:44:00,77,14
2018-02-26 21:52:00,100,29
2018-02-26 22:00:00,51,37
2018-02-26 22:08:00,67,0
2018-02-26 22:16:00,38,23
2018-02-26 22:24:00,62,0
2018-02-26 22:32:00,63,16
2018-02-26 22:40:00,32,16
2018-02-26 22:48:00,49,8
2018-02-26 22:56:00,93,17
2018-02-26 23:04:00,26,60
2018-02-26 23:12:00,52,0
2018-02-26 23:20:00,35,0
2018-02-26 23:28:00,63,27
2018-02-26 23:36:00,36,9
2018-02-26 23:44:00,27,18
2018-02-26 23:52:00,27,9
2018-02-27 00:00:00,55,28
2018-02-27 00:00:00,50,25
2018-02-27 00:08:00,25,33
2018-02-27 00:16:00,50,33
2018-02-27 00:24:00,42,0
2018-02-27 00:32:00,41,8
2018-02-27 00:40:00,42,25
2018-02-27 00:48:00,33,17
2018-02-27 00:56:00,33,0
2018-02-27 01:04:00,57,8
2018-02-27 01:12:00,49,0
2018-02-27 01:20:00,24,16
2018-02-27 01:28:00,41,25
2018-02-27 01:36:00,33,16
2018-02-27 01:44:00,24,8
2018-02-27 01:52:00,25,8
2018-02-27 02:00:00,16,16
2018-02-27 02:08:00,41,8
2018-02-27 02:16:00,41,8
2018-02-27 02:24:00,50,0
2018-02-27 02:32:00,58,0
2018-02-27 02:40:00,42,8
2018-02-27 02:48:00,59,17
2018-02-27 02:56:00,60,17
2018-02-27 03:04:00,77,34
2018-02-27 03:12:00,9,9
2018-02-27 03:20:00,60,9
2018-02-27 03:28:00,43,17
2018-02-27 03:36:00,52,43
2018-02-27 03:44:00,26,18
2018-02-27 03:52:00,45,9
2018-02-27 04:00:00,27,0
2018-02-27 04:08:00,54,9
2018-02-27 04:16:00,100,18
2018-02-27 04:24:00,55,18
2018-02-27 04:32:00,92,18
2018-02-27 04:40:00,37,19
2018-02-27 04:48:00,56,9
2018-02-27 04:56:00,28,19
2018-02-27 05:04:00,28,9
2018-02-27 05:12:00,28,0
2018-02-27 05:20:00,46,0
2018-02-27 05:28:00,18,18
2018-02-27 05:36:00,63,9
2018-02-27 05:44:00,36,9
2018-02-27 05:52:00,27,9
2018-02-27 06:00:00,0,9
2018-02-27 06:08:00,26,17
2018-02-27 06:16:00,60,9
2018-02-27 06:24:00,84,0
2018-02-27 06:32:00,25,17
2018-02-27 06:40:00,41,16
2018-02-27 06:48:00,41,0
2018-02-27 06:56:00,48,8
2018-02-27 07:04:00,55,16
2018-02-27 07:12:00,54,0
2018-02-27 07:20:00,61,15
2018-02-27 07:28:00,45,23
2018-02-27 07:36:00,37,0
2018-02-27 07:44:00,22,7
2018-02-27 07:52:00,88,15
2018-02-27 08:00:00,28,14
2018-02-27 08:08:00,35,28
2018-02-27 08:16:00,49,21
2018-02-27 08:24:00,98,7
2018-02-27 08:32:00,42,0
2018-02-27 08:40:00,35,7
2018-02-27 08:48:00,89,14
2018-02-27 08:56:00,14,7
2018-02-27 09:04:00,54,14
2018-02-27 09:12:00,40,7
2018-02-27 09:20:00,59,7
2018-02-27 09:28:00,26,7
2018-02-27 09:36:00,46,7
2018-02-27 09:44:00,26,13
2018-02-27 09:52:00,58,19
2018-02-27 10:00:00,58,19
2018-02-27 10:08:00,26,26
2018-02-27 10:16:00,64,13
2018-02-27 10:24:00,70,19
2018-02-27 10:32:00,69,0
2018-02-27 10:40:00,50,25
2018-02-27 10:48:00,25,19
2018-02-27 10:56:00,25,12
2018-02-27 11:04:00,61,37
2018-02-27 11:12:00,48,18
2018-02-27 11:20:00,24,18
2018-02-27 11:28:00,35,12
2018-02-27 11:36:00,35,0
2018-02-27 11:44:00,52,17
2018-02-27 11:52:00,11,0
2018-02-27 12:00:00,40,0
2018-02-27 12:08:00,56,17
2018-02-27 12:16:00,22,6
2018-02-27 12:24:00,27,5
2018-02-27 12:32:00,22,5
2018-02-27 12:40:00,32,5
2018-02-27 12:48:00,31,16
2018-02-27 12:56:00,57,5
2018-02-27 13:04:00,31,0
2018-02-27 13:12:00,40,5
2018-02-27 13:20:00,55,25
2018-02-27 13:28:00,20,10
2018-02-27 13:36:00,79,15
2018-02-27 13:44:00,54,5
2018-02-27 13:52:00,44,5
2018-02-27 14:00:00,48,5
2018-02-27 14:08:00,52,29
2018-02-27 14:16:00,47,14
2018-02-27 14:24:00,52,19
2018-02-27 14:32:00,19,14
2018-02-27 14:40:00,56,33
2018-02-27 14:48:00,42,19
2018-02-27 14:56:00,42,0
2018-02-27 15:04:00,52,9
2018-02-27 15:12:00,42,9
2018-02-27 15:20:00,57,9
2018-02-27 15:28:00,42,5
2018-02-27 15:36:00,56,9
2018-02-27 15:44:00,42,19
2018-02-27 15:52:00,52,9
2018-02-27 16:00:00,38,14
2018-02-27 16:08:00,80,19
2018-02-27 16:16:00,66,23
2018-02-27 16:24:00,47,9
2018-02-27 16:32:00,38,5
2018-02-27 16:40:00,43,33
2018-02-27 16:48:00,28,0
2018-02-27 16:56:00,48,14
2018-02-27 17:04:00,48,14
2018-02-27 17:12:00,58,14
2018-02-27 17:20:00,34,5
2018-02-27 17:28:00,49,0
2018-02-27 17:36:00,49,10
2018-02-27 17:44:00,29,10
2018-02-27 17:52:00,50,20
2018-02-27 18:00:00,65,10
2018-02-27 18:08:00,55,15
2018-02-27 18:16:00,30,5
2018-02-27 18:24:00,46,10
2018-02-27 18:32:00,41,10
2018-02-27 18:40:00,26,10
2018-02-27 18:48:00,67,0
2018-02-27 18:56:00,31,5
2018-02-27 19:04:00,31,16
2018-02-27 19:12:00,31,10
2018-02-27 19:20:00,58,11
2018-02-27 19:28:00,68,10
2018-02-27 19:36:00,74,26
2018-02-27 19:44:00,80,11
2018-02-27 19:52:00,38,11
2018-02-27 20:00:00,33,5
2018-02-27 20:08:00,39,0
2018-02-27 20:16:00,33,17
2018-02-27 20:24:00,51,6
2018-02-27 20:32:00,51,17
2018-02-27 20:40:00,46,17
2018-02-27 20:48:00,34,11
2018-02-27 20:56:00,35,6
2018-02-27 21:04:00,30,6
2018-02-27 21:12:00,36,18
2018-02-27 21:20:00,61,18
2018-02-27 21:28:00,69,31
2018-02-27 21:36:00,38,19
2018-02-27 21:44:00,38,0
2018-02-27 21:52:00,46,7
2018-02-27 22:00:00,40,20
2018-02-27 22:08:00,48,7
2018-02-27 22:16:00,63,35
2018-02-27 22:24:00,43,43
2018-02-27 22:32:00,65,14
2018-02-27 22:40:00,37,7
2018-02-27 22:48:00,52,15
2018-02-27 22:56:00,46,8
2018-02-27 23:04:00,62,31
2018-02-27 23:12:00,8,8
2018-02-27 23:20:00,8,8
2018-02-27 23:28:00,41,8
2018-02-27 23:36:00,8,0
2018-02-27 23:44:00,41,25
2018-02-27 23:52:00,66,8
2018-02-28 00:00:00,50,8
2018-02-28 00:00:00,55,9
2018-02-28 00:08:00,45,9
2018-02-28 00:16:00,55,9
2018-02-28 00:24:00,27,18
2018-02-28 00:32:00,54,0
2018-02-28 00:40:00,18,27
2018-02-28 00:48:00,27,27
2018-02-28 00:56:00,90,18
2018-02-28 01:04:00,45,18
2018-02-28 01:12:00,80,18
2018-02-28 01:20:00,63,0
2018-02-28 01:28:00,18,18
2018-02-28 01:36:00,45,18
2018-02-28 01:44:00,27,18
2018-02-28 01:52:00,27,18
2018-02-28 02:00:00,44,13
2018-02-28 02:08:00,37,0
2018-02-28 02:16:00,56,16
2018-02-28 02:24:00,24,0
2018-02-28 02:32:00,40,8
2018-02-28 02:40:00,32,8
2018-02-28 02:48:00,49,8
2018-02-28 02:56:00,58,25
2018-02-28 03:04:00,49,25
2018-02-28 03:12:00,16,16
2018-02-28 03:20:00,17,17
2018-02-28 03:28:00,25,42
2018-02-28 03:36:00,42,17
2018-02-28 03:44:00,34,0
2018-02-28 03:52:00,52,9
2018-02-28 04:00:00,9,0
2018-02-28 04:08:00,52,9
2018-02-28 04:16:00,62,9
2018-02-28 04:24:00,62,9
2018-02-28 04:32:00,63,0
2018-02-28 04:40:00,36,9
2018-02-28 04:48:00,36,18
2018-02-28 04:56:00,100,27
2018-02-28 05:04:00,45,18
2018-02-28 05:12:00,54,27
2018-02-28 05:20:00,63,18
2018-02-28 05:28:00,53,36
2018-02-28 05:36:00,71,35
2018-02-28 05:44:00,87,17
2018-02-28 05:52:00,35,9
2018-02-28 06:00:00,42,17
2018-02-28 06:08:00,50,17
2018-02-28 06:16:00,25,0
2018-02-28 06:24:00,57,0
2018-02-28 06:32:00,64,24
2018-02-28 06:40:00,24,0
2018-02-28 06:48:00,31,0
2018-02-28 06:56:00,23,15
2018-02-28 07:04:00,30,23
2018-02-28 07:12:00,60,22
2018-02-28 07:20:00,22,7
2018-02-28 07:28:00,22,7
2018-02-28 07:36:00,29,0
2018-02-28 07:44:00,29,14
2018-02-28 07:52:00,29,7
2018-02-28 08:00:00,41,0
2018-02-28 08:08:00,49,28
2018-02-28 08:16:00,50,14
2018-02-28 08:24:00,42,7
2018-02-28 08:32:00,70,7
2018-02-28 08:40:00,21,0
2018-02-28 08:48:00,48,14
2018-02-28 08:56:00,34,7
2018-02-28 09:04:00,47,14
2018-02-28 09:12:00,33,7
2018-02-28 09:20:00,40,13
2018-02-28 09:28:00,33,13
2018-02-28 09:36:00,39,20
2018-02-28 09:44:00,78,0
2018-02-28 09:52:00,13,13
2018-02-28 10:00:00,26,13
2018-02-28 10:08:00,32,0
2018-02-28 10:16:00,44,0
2018-02-28 10:24:00,19,0
2018-02-28 10:32:00,37,12
2018-02-28 10:40:00,37,0
2018-02-28 10:48:00,49,12
2018-02-28 10:56:00,12,12
2018-02-28 11:04:00,18,12
2018-02-28 11:12:00,35,12
2018-02-28 11:20:00,41,24
2018-02-28 11:28:00,23,18
2018-02-28 11:36:00,41,12
2018-02-28 11:44:00,12,0
2018-02-28 11:52:00,85,17
2018-02-28 12:00:00,23,6
2018-02-28 12:08:00,56,0
2018-02-28 12:16:00,22,6
2018-02-28 12:24:00,22,11
2018-02-28 12:32:00,43,16
2018-02-28 12:40:00,47,0
2018-02-28 12:48:00,52,5
2018-02-28 12:56:00,62,21
2018-02-28 13:04:00,56,0
2018-02-28 13:12:00,25,10
2018-02-28 13:20:00,25,0
2018-02-28 13:28:00,59,10
2018-02-28 13:36:00,48,19
2018-02-28 13:44:00,62,19
2018-02-28 13:52:00,29,14
2018-02-28 14:00:00,38,14
2018-02-28 14:08:00,19,14
2018-02-28 14:16:00,47,9
2018-02-28 14:24:00,80,14
2018-02-28 14:32:00,75,9
2018-02-28 14:40:00,65,5
2018-02-28 14:48:00,61,23
2018-02-28 14:56:00,38,5
2018-02-28 15:04:00,52,9
2018-02-28 15:12:00,23,14
2018-02-28 15:20:00,37,0
2018-02-28 15:28:00,51,5
2018-02-28 15:36:00,70,14
2018-02-28 15:44:00,56,14
2018-02-28 15:52:00,70,9
2018-02-28 16:00:00,65,19
2018-02-28 16:08:00,51,19
2018-02-28 16:16:00,65,23
2018-02-28 16:24:00,42,33
2018-02-28 16:32:00,33,9
2018-02-28 16:40:00,37,0
2018-02-28 16:48:00,28,5
2018-02-28 16:56:00,66,14
2018-02-28 17:04:00,43,19
2018-02-28 17:12:00,66,9
2018-02-28 17:20:00,48,5
2018-02-28 17:28:00,24,10
2018-02-28 17:36:00,19,14
2018-02-28 17:44:00,53,5
2018-02-28 17:52:00,39,20
2018-02-28 18:00:00,40,10
2018-02-28 18:08:00,35,5
2018-02-28 18:16:00,25,5
2018-02-28 18:24:00,30,5
2018-02-28 18:32:00,50,5
2018-02-28 18:40:00,40,5
2018-02-28 18:48:00,56,5
2018-02-28 18:56:00,46,20
2018-02-28 19:04:00,26,21
2018-02-28 19:12:00,36,5
2018-02-28 19:20:00,52,0
2018-02-28 19:28:00,36,26
2018-02-28 19:36:00,37,5
2018-02-28 19:44:00,36,5
2018-02-28 19:52:00,48,16
2018-02-28 20:00:00,43,0
2018-02-28 20:08:00,22,5
2018-02-28 20:16:00,60,5
2018-02-28 20:24:00,17,0
2018-02-28 20:32:00,39,17
2018-02-28 20:40:00,45,6
2018-02-28 20:48:00,34,11
2018-02-28 20:56:00,35,29
2018-02-28 21:04:00,64,17
2018-02-28 21:12:00,47,6
2018-02-28 21:20:00,66,18
2018-02-28 21:28:00,24,6
2018-02-28 21:36:00,12,19
2018-02-28 21:44:00,50,19
2018-02-28 21:52:00,71,13
2018-02-28 22:00:00,20,20
2018-02-28 22:08:00,20,7
2018-02-28 22:16:00,68,27
2018-02-28 22:24:00,35,7
2018-02-28 22:32:00,63,21
2018-02-28 22:40:00,50,0
2018-02-28 22:48:00,81,7
2018-02-28 22:56:00,52,15
2018-02-28 23:04:00,38,15
2018-02-28 23:12:00,31,0
2018-02-28 23:20:00,47,31
2018-02-28 23:28:00,79,40
2018-02-28 23:36:00,24,0
2018-02-28 23:44:00,40,16
2018-02-28 23:52:00,41,33
2018-03-01 00:00:00,33,0
2018-03-01 00:00:00,31,0
2018-03-01 00:08:00,47,0
2018-03-01 00:16:00,86,8
2018-03-01 00:24:00,55,16
2018-03-01 00:32:00,31,0
2018-03-01 00:40:00,23,23
2018-03-01 00:48:00,16,0
2018-03-01 00:56:00,23,23
2018-03-01 01:04:00,15,0
2018-03-01 01:12:00,31,15
2018-03-01 01:20:00,38,8
2018-03-01 01:28:00,23,15
2018-03-01 01:36:00,15,0
2018-03-01 01:44:00,77,31
2018-03-01 01:52:00,23,8
2018-03-01 02:00:00,54,23
2018-03-01 02:08:00,31,0
2018-03-01 02:16:00,31,8
2018-03-01 02:24:00,31,16
2018-03-01 02:32:00,8,8
2018-03-01 02:40:00,39,16
2018-03-01 02:48:00,32,24
2018-03-01 02:56:00,48,8
2018-03-01 03:04:00,48,24
2018-03-01 03:12:00,56,24
2018-03-01 03:20:00,32,8
2018-03-01 03:28:00,57,0
2018-03-01 03:36:00,17,25
2018-03-01 03:44:00,59,0
2018-03-01 03:52:00,51,0
2018-03-01 04:00:00,43,0
2018-03-01 04:08:00,35,9
2018-03-01 04:16:00,52,17
2018-03-01 04:24:00,44,9
2018-03-01 04:32:00,62,0
2018-03-01 04:40:00,27,0
2018-03-01 04:48:00,63,0
2018-03-01 04:56:00,27,9
2018-03-01 05:04:00,36,9
2018-03-01 05:12:00,72,9
2018-03-01 05:20:00,81,9
2018-03-01 05:28:00,53,9
2018-03-01 05:36:00,53,9
2018-03-01 05:44:00,35,18
2018-03-01 05:52:00,26,18
2018-03-01 06:00:00,26,9
2018-03-01 06:08:00,52,9
2018-03-01 06:16:00,26,34
2018-03-01 06:24:00,17,0
2018-03-01 06:32:00,67,0
2018-03-01 06:40:00,50,8
2018-03-01 06:48:00,25,25
2018-03-01 06:56:00,24,8
2018-03-01 07:04:00,64,0
2018-03-01 07:12:00,8,0
2018-03-01 07:20:00,39,0
2018-03-01 07:28:00,8,0
2018-03-01 07:36:00,62,8
2018-03-01 07:44:00,53,0
2018-03-01 07:52:00,61,15
2018-03-01 08:00:00,15,15
2018-03-01 08:08:00,44,0
2018-03-01 08:16:00,44,7
2018-03-01 08:24:00,44,0
2018-03-01 08:32:00,72,7
2018-03-01 08:40:00,21,7
2018-03-01 08:48:00,36,0
2018-03-01 08:56:00,57,7
2018-03-01 09:04:00,0,0
2018-03-01 09:12:00,41,21
2018-03-01 09:20:00,48,21
2018-03-01 09:28:00,34,0
2018-03-01 09:36:00,20,0
2018-03-01 09:44:00,74,14
2018-03-01 09:52:00,20,13
2018-03-01 10:00:00,13,7
2018-03-01 10:08:00,33,0
2018-03-01 10:16:00,53,20
2018-03-01 10:24:00,13,0
2018-03-01 10:32:00,65,20
2018-03-01 10:40:00,45,32
2018-03-01 10:48:00,45,19
2018-03-01 10:56:00,39,32
2018-03-01 11:04:00,51,13
2018-03-01 11:12:00,19,6
2018-03-01 11:20:00,12,12
2018-03-01 11:28:00,31,6
2018-03-01 11:36:00,55,12
2018-03-01 11:44:00,36,12
2018-03-01 11:52:00,48,0
2018-03-01 12:00:00,30,0
2018-03-01 12:08:00,47,24
2018-03-01 12:16:00,23,12
2018-03-01 12:24:00,57,0
2018-03-01 12:32:00,6,6
2018-03-01 12:40:00,44,6
2018-03-01 12:48:00,38,16
2018-03-01 12:56:00,16,26
2018-03-01 13:04:00,26,16
2018-03-01 13:12:00,21,10
2018-03-01 13:20:00,31,5
2018-03-01 13:28:00,47,16
2018-03-01 13:36:00,51,15
2018-03-01 13:44:00,41,15
2018-03-01 13:52:00,30,51
2018-03-01 14:00:00,35,15
2018-03-01 14:08:00,45,5
2018-03-01 14:16:00,30,15
2018-03-01 14:24:00,35,15
2018-03-01 14:32:00,25,5
2018-03-01 14:40:00,24,15
2018-03-01 14:48:00,39,10
2018-03-01 14:56:00,64,5
2018-03-01 15:04:00,39,0
2018-03-01 15:12:00,39,15
2018-03-01 15:20:00,39,5
2018-03-01 15:28:00,49,5
2018-03-01 15:36:00,25,0
2018-03-01 15:44:00,49,24
2018-03-01 15:52:00,44,15
2018-03-01 16:00:00,59,10
2018-03-01 16:08:00,44,10
2018-03-01 16:16:00,39,5
2018-03-01 16:24:00,34,5
2018-03-01 16:32:00,40,10
2018-03-01 16:40:00,49,5
2018-03-01 16:48:00,50,10
2018-03-01 16:56:00,55,10
2018-03-01 17:04:00,55,15
2018-03-01 17:12:00,86,5
2018-03-01 17:20:00,51,5
2018-03-01 17:28:00,41,10
2018-03-01 17:36:00,20,15
2018-03-01 17:44:00,72,31
2018-03-01 17:52:00,26,21
2018-03-01 18:00:00,84,10
2018-03-01 18:08:00,47,16
2018-03-01 18:16:00,26,26
2018-03-01 18:24:00,16,5
2018-03-01 18:32:00,74,27
2018-03-01 18:40:00,37,16
2018-03-01 18:48:00,43,32
2018-03-01 18:56:00,49,16
2018-03-01 19:04:00,49,11
2018-03-01 19:12:00,33,5
2018-03-01 19:20:00,55,5
2018-03-01 19:28:00,60,33
2018-03-01 19:36:00,22,11
2018-03-01 19:44:00,28,6
2018-03-01 19:52:00,50,17
2018-03-01 20:00:00,56,6
2018-03-01 20:08:00,51,6
2018-03-01 20:16:00,34,11
2018-03-01 20:24:00,46,6
2018-03-01 20:32:00,41,12
2018-03-01 20:40:00,35,0
2018-03-01 20:48:00,42,12
2018-03-01 20:56:00,67,6
2018-03-01 21:04:00,37,6
2018-03-01 21:12:00,44,0
2018-03-01 21:20:00,32,26
2018-03-01 21:28:00,52,6
2018-03-01 21:36:00,52,7
2018-03-01 21:44:00,20,27
2018-03-01 21:52:00,74,7
2018-03-01 22:00:00,76,14
2018-03-01 22:08:00,35,14
2018-03-01 22:16:00,100,21
2018-03-01 22:24:00,36,22
2018-03-01 22:32:00,74,7
2018-03-01 22:40:00,45,7
2018-03-01 22:48:00,38,0
2018-03-01 22:56:00,63,24
2018-03-01 23:04:00,48,24
2018-03-01 23:12:00,40,24
2018-03-01 23:20:00,57,8
2018-03-01 23:28:00,17,0
2018-03-01 23:36:00,76,17
2018-03-01 23:44:00,51,0
2018-03-01 23:52:00,17,8
2018-03-02 00:00:00,69,0
2018-03-02 00:00:00,79,0
2018-03-02 00:08:00,29,10
2018-03-02 00:16:00,30,0
2018-03-02 00:24:00,40,20
2018-03-02 00:32:00,30,10
2018-03-02 00:40:00,40,0
2018-03-02 00:48:00,59,20
2018-03-02 00:56:00,20,10
2018-03-02 01:04:00,20,0
2018-03-02 01:12:00,40,10
2018-03-02 01:20:00,0,10
2018-03-02 01:28:00,49,40
2018-03-02 01:36:00,29,0
2018-03-02 01:44:00,40,10
2018-03-02 01:52:00,40,20
2018-03-02 02:00:00,50,10
2018-03-02 02:08:00,100,40
2018-03-02 02:16:00,40,20
2018-03-02 02:24:00,80,0
2018-03-02 02:32:00,50,10
2018-03-02 02:40:00,10,30
2018-03-02 02:48:00,51,20
2018-03-02 02:56:00,52,10
2018-03-02 03:04:00,31,10
2018-03-02 03:12:00,62,21
2018-03-02 03:20:00,73,21
2018-03-02 03:28:00,21,11
2018-03-02 03:36:00,32,32
2018-03-02 03:44:00,21,32
2018-03-02 03:52:00,65,11
2018-03-02 04:00:00,44,11
2018-03-02 04:08:00,33,22
2018-03-02 04:16:00,68,34
2018-03-02 04:24:00,68,11
2018-03-02 04:32:00,23,0
2018-03-02 04:40:00,58,23
2018-03-02 04:48:00,23,12
2018-03-02 04:56:00,35,12
2018-03-02 05:04:00,23,23
2018-03-02 05:12:00,58,35
2018-03-02 05:20:00,58,12
2018-03-02 05:28:00,68,34
2018-03-02 05:36:00,90,11
2018-03-02 05:44:00,33,0
2018-03-02 05:52:00,22,0
2018-03-02 06:00:00,22,0
2018-03-02 06:08:00,96,0
2018-03-02 06:16:00,53,11
2018-03-02 06:24:00,42,0
2018-03-02 06:32:00,21,10
2018-03-02 06:40:00,41,0
2018-03-02 06:48:00,40,20
2018-03-02 06:56:00,40,10
2018-03-02 07:04:00,49,19
2018-03-02 07:12:00,57,0
2018-03-02 07:20:00,47,9
2018-03-02 07:28:00,66,19
2018-03-02 07:36:00,65,37
2018-03-02 07:44:00,46,9
2018-03-02 07:52:00,36,9
2018-03-02 08:00:00,53,9
2018-03-02 08:08:00,35,0
2018-03-02 08:16:00,44,9
2018-03-02 08:24:00,95,17
2018-03-02 08:32:00,51,9
2018-03-02 08:40:00,67,25
2018-03-02 08:48:00,8,17
2018-03-02 08:56:00,32,8
2018-03-02 09:04:00,24,0
2018-03-02 09:12:00,49,16
2018-03-02 09:20:00,89,16
2018-03-02 09:28:00,40,8
2018-03-02 09:36:00,16,8
2018-03-02 09:44:00,40,8
2018-03-02 09:52:00,40,8
2018-03-02 10:00:00,32,8
2018-03-02 10:08:00,24,8
2018-03-02 10:16:00,32,8
2018-03-02 10:24:00,39,8
2018-03-02 10:32:00,31,8
2018-03-02 10:40:00,31,0
2018-03-02 10:48:00,23,8
2018-03-02 10:56:00,54,8
2018-03-02 11:04:00,46,0
2018-03-02 11:12:00,60,7
2018-03-02 11:20:00,44,7
2018-03-02 11:28:00,51,0
2018-03-02 11:36:00,15,7
2018-03-02 11:44:00,29,0
2018-03-02 11:52:00,36,7
2018-03-02 12:00:00,36,7
2018-03-02 12:08:00,42,7
2018-03-02 12:16:00,28,0
2018-03-02 12:24:00,21,0
2018-03-02 12:32:00,40,7
2018-03-02 12:40:00,27,13
2018-03-02 12:48:00,26,7
2018-03-02 12:56:00,52,0
2018-03-02 13:04:00,39,13
2018-03-02 13:12:00,32,0
2018-03-02 13:20:00,25,0
2018-03-02 13:28:00,62,12
2018-03-02 13:36:00,43,0
2018-03-02 13:44:00,30,0
2018-03-02 13:52:00,18,18
2018-03-02 14:00:00,30,6
