date,bitcoin,btc,etherium,etc,ripple,xrp,btcoin cash,bcc,eos.io,eos,litecoin,ltc,cardano,ada,str,iota,miota,tron,trx,tether usd,usd tether,usdt
2018-03-02 00:48:00,70,1,0,0,59,20,0,0,0,0,62,0,0,50,0,0,0,24,0,0,0,0
2018-03-02 00:56:00,66,3,0,25,20,10,0,35,0,0,62,0,0,50,35,0,0,0,48,0,0,0
2018-03-02 01:04:00,61,5,0,25,20,0,0,0,0,23,49,0,0,0,0,0,0,24,24,0,0,0
2018-03-02 01:12:00,65,2,0,0,40,10,0,0,0,23,37,0,25,50,0,77,0,0,24,0,0,0
2018-03-02 01:20:00,77,3,0,50,0,10,0,0,0,23,24,0,0,0,35,38,0,24,0,0,0,0
2018-03-02 01:28:00,83,3,0,25,49,40,0,0,0,0,25,0,25,100,0,0,0,24,24,0,0,0
2018-03-02 01:36:00,68,5,0,25,29,0,0,0,0,46,86,0,0,25,0,0,0,24,71,0,0,0
2018-03-02 01:44:00,63,3,0,25,40,10,0,35,0,0,12,0,25,50,0,0,0,24,24,0,0,0
2018-03-02 01:52:00,68,1,0,51,40,20,0,0,0,24,25,0,0,25,0,39,0,97,24,0,0,0
2018-03-02 02:00:00,76,4,51,25,50,10,0,0,0,24,25,12,0,0,0,39,0,24,24,0,0,0
2018-03-02 02:08:00,99,3,0,25,100,40,0,36,0,0,87,12,25,25,0,0,0,24,0,0,0,0
2018-03-02 02:16:00,73,6,0,0,40,20,0,0,0,0,87,49,0,75,0,38,0,0,24,0,0,0
2018-03-02 02:24:00,65,6,0,25,80,0,0,0,0,0,37,0,0,25,0,0,0,0,0,0,0,0
2018-03-02 02:32:00,80,1,0,0,50,10,0,0,0,0,88,13,25,25,0,39,0,49,73,0,0,0
2018-03-02 02:40:00,71,4,26,77,10,30,0,0,0,0,38,0,0,77,0,0,0,49,25,0,0,0
2018-03-02 02:48:00,59,1,0,26,51,20,0,0,0,0,25,0,0,26,0,0,0,0,25,0,0,0
2018-03-02 02:56:00,64,8,0,0,52,10,0,0,0,0,51,13,26,26,0,40,0,50,100,0,0,100
2018-03-02 03:04:00,88,2,0,0,31,10,0,0,0,24,26,13,0,52,0,0,0,50,0,0,0,0
2018-03-02 03:12:00,69,3,26,26,62,21,0,0,0,0,26,0,0,0,0,0,0,25,0,0,0,0
2018-03-02 03:20:00,81,4,0,53,73,21,0,0,0,0,65,13,0,0,0,40,40,51,0,0,0,0
2018-03-02 03:28:00,74,2,27,0,21,11,0,37,0,0,39,0,0,0,0,41,0,77,51,0,0,0
2018-03-02 03:36:00,54,2,0,27,32,32,0,0,0,100,0,26,0,27,0,41,0,26,0,0,0,0
2018-03-02 03:44:00,74,2,0,27,21,32,0,0,0,0,67,13,0,27,0,0,0,0,0,0,0,0
2018-03-02 03:52:00,100,6,0,0,65,11,0,0,0,26,14,41,55,55,0,0,0,0,0,0,0,0
2018-03-02 04:00:00,70,4,0,0,44,11,0,39,0,52,28,28,28,56,0,0,0,0,27,0,0,54
2018-03-02 04:08:00,59,5,0,0,33,22,0,0,0,0,28,0,0,28,0,43,0,54,0,0,0,0
2018-03-02 04:16:00,58,1,0,29,68,34,0,0,0,0,14,0,0,0,0,44,0,0,0,0,0,0
2018-03-02 04:24:00,81,10,29,29,68,11,0,0,0,0,42,14,29,86,0,0,0,28,28,0,0,0
2018-03-02 04:32:00,85,1,0,0,23,0,0,41,0,0,100,14,0,0,0,0,0,83,0,0,0,0
2018-03-02 04:40:00,81,0,0,29,58,23,0,41,0,0,58,29,0,0,0,0,0,0,0,0,0,0
2018-03-02 04:48:00,70,4,0,0,23,12,0,0,0,55,72,14,0,59,0,0,0,28,0,0,0,0
2018-03-02 04:56:00,57,9,0,59,35,12,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
2018-03-02 05:04:00,84,2,0,0,23,23,0,41,0,0,14,0,0,0,0,0,0,28,85,0,0,0
2018-03-02 05:12:00,48,4,0,0,58,35,0,0,0,0,58,14,0,0,0,0,0,28,0,0,0,0
2018-03-02 05:20:00,63,5,0,29,58,12,0,0,0,27,29,0,0,0,81,0,0,0,28,0,0,0
2018-03-02 05:28:00,78,2,0,58,68,34,0,41,0,27,28,0,0,29,0,44,0,0,0,0,0,0
2018-03-02 05:36:00,70,4,29,0,90,11,0,0,0,27,42,0,0,29,40,44,0,0,0,0,0,0
2018-03-02 05:44:00,62,6,0,28,33,0,0,0,0,26,56,14,28,28,0,0,0,27,0,0,0,0
2018-03-02 05:52:00,64,2,0,28,22,0,0,0,0,0,55,0,0,0,39,0,0,0,0,0,0,0
2018-03-02 06:00:00,53,6,0,0,22,0,0,77,0,0,27,0,0,55,0,0,0,26,0,0,0,0
2018-03-02 06:08:00,65,3,0,81,96,0,0,0,0,25,40,13,0,0,0,41,0,0,0,0,0,0
2018-03-02 06:16:00,76,5,0,27,53,11,0,75,0,50,79,0,0,0,0,0,0,0,0,0,0,51
2018-03-02 06:24:00,62,6,0,53,42,0,0,0,0,98,13,0,0,26,0,0,0,0,25,0,0,0
2018-03-02 06:32:00,55,3,0,79,21,10,0,37,0,0,26,0,0,26,0,40,0,0,0,0,0,0
2018-03-02 06:40:00,85,1,0,0,41,0,0,73,0,48,38,13,0,52,36,40,0,0,25,0,0,0
2018-03-02 06:48:00,63,4,0,0,40,20,0,0,0,0,13,0,26,0,0,0,0,0,73,0,0,0
2018-03-02 06:56:00,64,5,0,25,40,10,0,35,0,23,12,12,0,25,35,0,0,0,24,0,0,0
2018-03-02 07:04:00,53,2,0,0,49,19,0,0,0,0,12,24,25,0,68,38,0,0,0,0,0,0
2018-03-02 07:12:00,58,2,0,48,57,0,0,0,0,0,12,0,0,0,0,74,0,0,0,0,0,0
2018-03-02 07:20:00,55,3,0,24,47,9,0,0,0,22,0,0,0,24,0,0,0,46,0,0,0,46
2018-03-02 07:28:00,58,7,0,48,66,19,0,100,0,0,35,12,0,24,66,0,0,23,23,0,0,0
2018-03-02 07:36:00,43,2,0,0,65,37,0,0,0,0,58,23,0,0,0,36,0,0,0,0,0,0
2018-03-02 07:44:00,40,8,0,23,46,9,0,33,0,0,0,0,0,23,0,0,0,0,0,0,0,0
2018-03-02 07:52:00,50,2,0,23,36,9,0,32,0,21,0,0,23,23,0,0,0,22,66,0,0,0
2018-03-02 08:00:00,57,2,0,68,53,9,0,32,0,0,11,0,22,22,31,0,0,65,22,0,0,0
2018-03-02 08:08:00,59,3,0,22,35,0,0,63,0,0,33,0,22,22,0,34,0,0,0,0,0,43
2018-03-02 08:16:00,64,6,0,44,44,9,0,0,0,0,33,0,0,0,31,68,0,42,21,0,0,0
2018-03-02 08:24:00,59,2,0,0,95,17,0,61,0,0,22,0,0,22,30,33,0,21,21,0,0,0
2018-03-02 08:32:00,55,4,0,0,51,9,0,61,0,0,0,0,22,0,0,0,0,0,0,0,0,0
2018-03-02 08:40:00,47,4,0,21,67,25,0,0,0,20,11,0,21,0,0,33,0,0,20,0,0,0
2018-03-02 08:48:00,62,6,0,21,8,17,0,0,0,0,31,21,0,0,29,32,0,20,40,0,0,40
2018-03-02 08:56:00,54,3,0,41,32,8,0,29,0,19,0,0,20,82,0,31,0,0,0,0,0,0
2018-03-02 09:04:00,49,2,0,41,24,0,0,0,0,0,20,0,0,21,0,32,0,20,0,0,0,0
2018-03-02 09:12:00,56,4,0,21,49,16,0,0,0,0,41,10,0,21,0,0,0,0,0,0,0,0
2018-03-02 09:20:00,53,2,0,21,89,16,0,0,0,0,10,0,0,20,0,0,0,0,20,0,0,39
2018-03-02 09:28:00,62,6,0,0,40,8,0,0,0,38,30,0,0,20,86,0,0,39,0,0,0,0
2018-03-02 09:36:00,50,1,0,61,16,8,0,86,0,0,20,0,0,0,28,31,0,78,0,0,0,0
2018-03-02 09:44:00,48,3,0,0,40,8,0,0,0,19,20,10,0,41,28,31,0,39,19,0,0,0
2018-03-02 09:52:00,44,1,0,81,40,8,0,29,0,19,10,0,0,0,0,31,0,0,0,0,0,0
2018-03-02 10:00:00,43,5,0,0,32,8,0,29,0,57,10,10,0,20,0,31,0,0,39,0,0,0
2018-03-02 10:08:00,41,3,0,41,24,8,0,28,0,0,30,0,0,0,0,0,0,19,0,0,0,0
2018-03-02 10:16:00,59,5,0,40,32,8,0,84,0,0,49,0,0,0,28,61,0,19,19,0,0,0
2018-03-02 10:24:00,73,2,0,100,39,8,0,56,0,0,49,0,0,40,0,31,0,38,19,0,0,0
2018-03-02 10:32:00,56,3,0,0,31,8,0,0,0,18,29,10,0,0,28,0,0,19,19,0,0,0
2018-03-02 10:40:00,53,2,0,59,31,0,0,28,0,18,0,10,0,20,82,30,0,19,0,0,0,0
2018-03-02 10:48:00,58,5,0,0,23,8,0,27,0,0,10,19,0,0,0,30,0,0,0,0,0,0
2018-03-02 10:56:00,53,2,0,0,54,8,0,0,0,18,0,10,0,0,54,30,0,0,19,0,0,0
2018-03-02 11:04:00,58,2,0,39,46,0,0,27,0,0,28,0,0,0,0,0,0,0,18,0,0,0
2018-03-02 11:12:00,57,6,0,57,60,7,0,27,0,18,37,0,0,0,53,0,0,18,0,0,0,0
2018-03-02 11:20:00,50,6,0,19,44,7,0,0,0,35,0,0,0,19,0,57,0,18,18,0,0,0
2018-03-02 11:28:00,59,5,0,37,51,0,0,0,0,0,18,0,0,18,26,0,0,0,0,0,0,0
2018-03-02 11:36:00,60,2,18,18,15,7,0,26,0,0,36,0,0,37,51,56,0,0,0,0,0,0
2018-03-02 11:44:00,58,5,0,0,29,0,0,26,0,17,36,9,0,0,25,28,0,0,0,0,0,0
2018-03-02 11:52:00,63,3,0,36,36,7,0,51,0,0,18,0,0,18,25,0,0,17,17,0,0,0
2018-03-02 12:00:00,55,4,0,18,36,7,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0
2018-03-02 12:08:00,49,6,0,71,42,7,0,25,0,0,26,9,0,18,50,0,0,0,17,0,0,34
2018-03-02 12:16:00,55,3,0,53,28,0,0,25,0,0,43,0,0,18,0,27,0,34,34,0,0,0
2018-03-02 12:24:00,65,2,0,17,21,0,0,24,0,0,34,0,0,17,0,26,0,0,0,0,0,0
2018-03-02 12:32:00,69,4,17,34,40,7,0,0,0,0,25,0,34,17,24,26,0,33,0,0,0,0
2018-03-02 12:40:00,64,6,0,17,27,13,0,24,0,31,41,0,0,17,0,26,0,48,0,0,0,0
2018-03-02 12:48:00,62,2,0,83,26,7,0,0,0,15,25,0,0,50,46,25,0,48,0,0,0,0
2018-03-02 12:56:00,60,3,0,50,52,0,0,0,0,0,41,0,16,33,23,0,0,47,16,0,0,0
2018-03-02 13:04:00,51,3,0,0,39,13,0,23,0,15,16,0,0,33,23,50,0,0,0,0,0,0
2018-03-02 13:12:00,53,3,16,0,32,0,0,23,0,0,32,0,16,16,22,49,0,31,31,0,0,31
2018-03-02 13:20:00,64,4,0,16,25,0,0,22,0,0,8,0,16,16,0,97,0,15,15,0,0,0
2018-03-02 13:28:00,56,0,0,16,62,12,0,0,0,0,31,0,0,0,22,0,0,15,30,0,0,30
2018-03-02 13:36:00,56,5,0,62,43,0,0,0,0,14,23,8,0,16,22,0,0,0,15,0,0,0
2018-03-02 13:44:00,55,5,0,31,30,0,0,0,0,14,23,0,0,31,0,0,0,0,15,0,0,0
2018-03-02 13:52:00,53,3,0,31,18,18,0,0,0,0,30,0,15,15,0,23,0,15,15,0,0,29
2018-03-02 14:00:00,61,4,0,0,30,6,0,21,0,0,30,0,0,30,0,23,23,44,15,0,0,0
2018-03-02 14:08:00,63,3,30,61,30,12,0,21,0,14,0,0,0,0,0,23,0,14,58,0,0,0
2018-03-02 14:16:00,67,4,0,30,53,0,0,21,0,28,22,7,0,30,42,46,0,43,29,0,0,0
2018-03-02 14:24:00,63,3,15,15,41,6,0,0,0,0,29,7,15,30,21,46,0,29,14,0,0,0
2018-03-02 14:32:00,62,7,0,30,23,12,0,21,0,0,29,7,15,30,21,23,0,28,0,0,0,0
2018-03-02 14:40:00,60,4,0,0,41,6,0,21,0,0,15,7,30,0,0,23,0,42,0,0,0,0
2018-03-02 14:48:00,59,2,0,0,23,6,0,0,0,27,14,7,0,0,0,0,0,42,14,0,0,0
2018-03-02 14:56:00,64,4,15,15,41,18,0,0,0,14,59,7,0,0,21,68,0,14,28,0,0,0
2018-03-02 15:04:00,68,5,15,30,59,12,0,21,0,14,37,7,0,15,0,23,0,14,0,0,0,0
2018-03-02 15:12:00,65,2,15,0,47,12,0,21,0,14,7,15,0,0,21,68,0,14,14,0,0,0
2018-03-02 15:20:00,57,1,0,15,47,12,0,0,0,14,29,15,0,0,0,23,0,28,56,0,0,0
2018-03-02 15:28:00,60,2,0,45,41,12,0,0,0,14,51,0,0,0,0,23,0,28,0,0,0,28
2018-03-02 15:36:00,62,1,0,0,35,6,0,21,0,0,29,7,44,0,21,45,0,14,28,0,0,0
2018-03-02 15:44:00,65,3,0,30,29,17,0,0,0,14,44,7,0,29,21,45,0,0,0,0,0,0
2018-03-02 15:52:00,69,2,0,30,35,6,0,0,0,14,29,7,0,0,21,0,0,28,0,0,0,0
2018-03-02 16:00:00,70,2,0,15,35,6,0,21,0,0,66,0,0,15,41,68,0,43,14,0,0,0
2018-03-02 16:08:00,68,2,15,15,47,6,0,21,0,14,51,15,15,15,0,45,0,28,0,0,0,0
2018-03-02 16:16:00,74,2,0,15,47,18,0,21,0,14,58,0,30,0,0,0,0,28,14,0,0,0
2018-03-02 16:24:00,65,5,0,15,53,12,0,21,0,14,51,0,0,0,21,23,0,14,0,0,0,0
2018-03-02 16:32:00,70,1,0,30,24,24,0,21,0,0,22,7,15,0,21,46,0,0,0,0,0,0
2018-03-02 16:40:00,52,4,15,0,59,0,0,0,0,0,15,7,0,0,0,0,0,29,14,0,0,0
2018-03-02 16:48:00,69,3,0,30,59,12,0,42,0,0,30,0,0,0,21,0,0,43,29,0,0,0
2018-03-02 16:56:00,59,3,30,61,48,12,0,0,0,0,37,7,0,0,0,23,0,44,15,0,0,0
2018-03-02 17:04:00,59,3,0,31,24,12,0,0,0,0,8,15,0,0,21,23,0,29,0,0,0,0
2018-03-02 17:12:00,73,4,0,31,48,6,0,0,0,14,23,0,15,15,43,23,0,44,29,0,0,0
2018-03-02 17:20:00,68,0,0,31,37,12,0,22,0,0,38,8,0,0,0,24,0,74,15,0,0,0
2018-03-02 17:28:00,50,3,0,47,37,0,0,0,0,14,38,0,0,0,0,0,0,15,0,0,0,0
2018-03-02 17:36:00,66,5,16,31,49,0,0,22,0,29,15,15,0,0,22,48,0,0,15,0,0,0
2018-03-02 17:44:00,59,2,0,16,43,12,0,0,0,15,31,0,0,0,0,0,0,0,0,0,0,0
2018-03-02 17:52:00,54,2,0,16,38,19,0,44,0,15,23,0,0,0,0,24,0,30,45,0,0,30
2018-03-02 18:00:00,53,3,0,32,38,13,0,22,0,0,24,0,0,0,0,24,0,0,15,0,0,0
2018-03-02 18:08:00,73,3,0,16,70,13,0,45,0,30,32,16,0,0,22,74,0,15,31,0,0,0
2018-03-02 18:16:00,63,5,16,16,51,0,0,0,0,0,48,0,32,0,45,25,0,31,15,31,31,0
2018-03-02 18:24:00,69,1,0,33,58,6,0,0,0,30,40,0,0,16,68,25,0,16,0,0,0,0
2018-03-02 18:32:00,61,2,0,16,32,13,0,23,0,0,56,16,0,49,23,100,25,16,16,0,0,0
2018-03-02 18:40:00,61,3,16,16,26,0,0,23,0,0,40,0,0,33,23,0,0,16,0,0,0,0
2018-03-02 18:48:00,52,0,0,0,85,7,0,69,0,31,24,0,16,0,0,25,0,0,0,0,0,0
2018-03-02 18:56:00,64,1,17,0,59,0,0,0,0,0,57,0,17,0,0,25,0,16,0,0,0,0
2018-03-02 19:04:00,54,3,17,17,26,0,0,0,0,0,0,8,0,0,23,0,0,16,16,0,0,0
2018-03-02 19:12:00,52,1,0,0,40,20,0,0,0,16,25,16,0,33,0,26,0,0,16,0,0,0
2018-03-02 19:20:00,63,1,0,0,27,7,0,0,0,32,33,8,17,0,0,52,0,0,0,0,0,0
2018-03-02 19:28:00,66,4,0,17,40,7,0,0,0,16,25,0,0,17,0,26,0,16,0,0,0,0
2018-03-02 19:36:00,61,2,0,0,13,13,0,0,0,0,34,8,17,0,0,52,0,16,0,0,0,0
2018-03-02 19:44:00,57,3,0,0,27,14,0,24,0,0,8,0,0,17,0,53,0,16,0,0,0,0
2018-03-02 19:52:00,58,1,0,17,34,7,0,0,0,16,34,9,0,0,24,0,0,0,17,0,0,0
2018-03-02 20:00:00,61,0,0,18,63,7,0,0,0,16,43,0,0,0,0,0,0,0,17,0,0,0
2018-03-02 20:08:00,56,2,0,36,42,0,0,25,0,0,35,0,0,18,0,0,0,17,0,0,0,0
2018-03-02 20:16:00,60,0,0,18,57,0,0,25,0,0,9,0,0,18,100,27,0,34,0,0,0,0
2018-03-02 20:24:00,60,3,0,18,72,50,0,0,0,0,27,0,0,0,0,28,0,0,0,0,0,0
2018-03-02 20:32:00,61,5,0,0,50,0,0,26,0,0,45,0,18,0,0,0,0,52,35,0,0,0
2018-03-02 20:40:00,55,8,0,18,66,7,0,0,0,0,18,0,18,0,0,0,0,0,18,0,0,0
2018-03-02 20:48:00,56,4,0,56,51,0,0,0,0,17,46,9,74,19,0,28,0,18,0,0,0,0
2018-03-02 20:56:00,70,2,0,0,30,15,0,0,0,0,19,0,19,38,79,0,0,0,0,0,0,0
2018-03-02 21:04:00,60,2,0,0,75,38,0,27,0,0,28,9,0,0,80,0,0,37,0,0,0,0
2018-03-02 21:12:00,60,2,0,39,54,15,0,0,0,36,57,0,0,0,27,0,0,0,0,0,0,0
2018-03-02 21:20:00,66,2,0,20,47,31,0,28,0,0,10,0,0,20,0,30,0,19,0,0,0,0
2018-03-02 21:28:00,75,6,20,0,47,16,0,28,0,0,59,20,20,20,0,0,0,0,0,0,0,0
2018-03-02 21:36:00,73,4,0,0,16,0,0,0,0,0,30,0,0,0,28,0,0,19,19,0,0,0
2018-03-02 21:44:00,63,3,0,21,40,32,0,0,0,19,61,0,0,61,0,31,0,0,20,0,0,0
2018-03-02 21:52:00,69,2,0,0,82,16,0,0,0,19,62,0,21,62,58,0,0,0,0,0,0,0
2018-03-02 22:00:00,57,2,0,43,50,8,0,30,0,0,21,10,0,21,0,33,0,82,61,0,0,0
2018-03-02 22:08:00,62,2,22,0,60,9,0,0,0,20,32,0,0,0,0,0,0,0,21,0,0,0
2018-03-02 22:16:00,61,3,0,22,43,0,0,0,0,0,11,0,0,0,0,0,0,21,21,0,0,0
2018-03-02 22:24:00,60,4,0,45,61,9,0,31,0,0,22,0,0,22,31,34,0,21,21,0,0,0
2018-03-02 22:32:00,51,2,0,23,36,18,0,32,0,0,22,11,0,23,31,0,0,22,22,0,0,0
2018-03-02 22:40:00,66,1,0,0,36,18,0,0,0,21,23,0,0,23,0,0,0,0,22,0,0,0
2018-03-02 22:48:00,45,1,47,0,28,9,0,33,0,0,46,0,0,0,0,36,0,0,0,0,0,0
2018-03-02 22:56:00,65,2,24,0,85,0,0,0,0,0,71,0,24,24,33,73,0,23,23,0,0,0
2018-03-02 23:04:00,59,1,0,0,29,29,0,0,0,0,24,12,0,24,0,74,0,23,0,0,0,0
2018-03-02 23:12:00,64,3,0,25,29,19,0,0,0,0,36,0,49,0,0,38,0,0,0,0,0,0
2018-03-02 23:20:00,60,6,0,0,10,29,0,0,0,0,25,0,0,0,0,0,0,48,0,0,0,0
2018-03-02 23:28:00,55,1,0,0,40,10,0,36,0,0,50,0,0,0,0,0,0,0,0,0,0,0
2018-03-02 23:36:00,62,1,0,51,71,10,0,0,0,48,38,0,26,0,0,39,0,25,0,0,0,49
2018-03-02 23:44:00,67,3,0,26,10,10,0,0,0,24,26,13,0,0,0,0,0,0,0,0,0,0
2018-03-02 23:52:00,59,3,0,0,72,10,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0
2018-03-03 00:00:00,67,1,0,26,42,21,0,0,0,0,39,0,0,0,0,0,0,25,0,0,0,0
2018-03-03 00:00:00,84,1,0,25,35,17,0,0,0,0,36,0,0,0,0,0,0,32,0,0,0,0
2018-03-03 00:08:00,76,1,25,0,26,0,0,0,0,0,49,0,0,0,26,0,0,0,0,0,0,0
2018-03-03 00:16:00,78,1,0,25,9,9,0,0,0,0,74,12,0,0,0,30,0,0,33,0,0,0
2018-03-03 00:24:00,88,8,0,25,44,18,0,0,0,0,74,12,0,37,0,0,0,0,0,0,0,0
2018-03-03 00:32:00,56,0,0,0,63,9,0,0,0,0,25,0,0,0,0,30,0,0,0,0,0,0
2018-03-03 00:40:00,78,3,0,0,54,9,0,0,0,0,0,0,0,0,26,0,0,33,0,0,0,0
2018-03-03 00:48:00,65,6,0,0,18,9,0,0,0,32,25,0,0,37,0,30,0,0,67,0,0,0
2018-03-03 00:56:00,69,0,26,0,45,0,0,55,0,0,25,0,37,37,0,0,0,33,0,0,0,0
2018-03-03 01:04:00,70,3,0,52,45,18,0,0,0,32,75,0,74,37,0,0,0,100,33,0,0,0
2018-03-03 01:12:00,71,4,0,26,46,0,0,0,0,32,25,0,75,75,0,61,0,34,34,0,0,0
2018-03-03 01:20:00,93,3,0,26,45,9,0,0,0,0,100,13,37,74,0,30,0,0,0,0,0,0
2018-03-03 01:28:00,46,3,0,0,0,27,0,0,0,0,38,0,0,37,0,60,0,34,0,0,0,0
2018-03-03 01:36:00,97,3,26,26,36,9,0,0,0,0,63,0,0,37,0,0,0,0,0,0,0,0
2018-03-03 01:44:00,100,6,0,0,27,0,0,0,0,0,88,0,0,0,0,30,0,67,34,0,0,0
2018-03-03 01:52:00,91,4,0,0,45,18,0,0,0,64,75,13,37,0,0,0,0,67,0,0,0,90
2018-03-03 02:00:00,86,4,0,52,45,0,0,0,0,0,38,0,37,0,0,0,0,0,67,0,0,0
2018-03-03 02:08:00,80,4,0,26,100,9,0,0,0,32,25,0,0,37,0,30,0,34,0,0,0,91
2018-03-03 02:16:00,64,4,0,26,27,0,0,0,0,0,13,0,0,75,0,0,0,34,34,0,0,0
2018-03-03 02:24:00,63,1,0,26,82,37,0,0,0,33,0,13,0,0,0,0,0,0,0,0,0,0
2018-03-03 02:32:00,82,1,0,26,46,28,0,0,0,0,0,0,0,38,0,31,0,68,34,0,0,0
2018-03-03 02:40:00,75,6,0,26,55,9,0,56,0,0,38,13,0,0,0,0,0,0,0,0,0,0
2018-03-03 02:48:00,70,4,0,0,28,9,0,0,0,66,39,13,0,0,0,0,0,35,0,0,0,0
2018-03-03 02:56:00,79,9,0,0,37,9,0,57,0,100,0,0,0,0,0,31,0,35,0,0,0,0
2018-03-03 03:04:00,84,5,0,27,19,9,0,0,0,0,26,0,0,39,0,0,0,0,0,0,0,94
2018-03-03 03:12:00,80,9,0,0,38,9,0,58,0,0,79,0,39,0,0,0,0,35,0,0,0,0
2018-03-03 03:20:00,79,5,0,0,38,19,0,0,0,0,66,13,0,78,0,32,0,70,0,0,0,0
2018-03-03 03:28:00,73,0,27,0,19,0,0,0,0,0,40,0,0,0,28,32,0,35,0,0,0,0
2018-03-03 03:36:00,87,3,0,0,19,0,0,0,0,0,27,0,0,40,28,0,0,36,0,0,0,0
2018-03-03 03:44:00,74,6,0,83,29,0,0,0,0,0,27,0,0,40,0,0,0,36,0,0,0,0
2018-03-03 03:52:00,70,3,0,28,10,29,0,0,0,69,27,0,0,0,0,0,0,0,0,0,0,0
2018-03-03 04:00:00,81,11,0,84,10,0,0,0,0,0,27,27,0,0,0,0,0,0,36,0,0,0
2018-03-03 04:08:00,95,5,0,56,20,0,0,0,0,0,41,0,0,0,0,0,0,36,0,0,0,0
2018-03-03 04:16:00,80,6,0,28,20,20,0,0,0,35,41,14,0,0,0,0,0,36,0,0,0,0
2018-03-03 04:24:00,76,6,0,28,40,10,0,0,0,0,69,0,0,41,0,33,0,0,0,0,0,0
2018-03-03 04:32:00,88,8,0,29,0,10,0,61,0,0,14,0,0,82,0,0,0,74,37,0,0,0
2018-03-03 04:40:00,85,3,0,57,20,0,0,0,0,36,0,14,0,41,0,0,0,0,37,0,0,100
2018-03-03 04:48:00,75,5,0,57,30,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
2018-03-03 04:56:00,64,2,0,57,10,10,0,0,0,0,28,0,0,83,0,0,0,0,0,0,0,0
2018-03-03 05:04:00,87,0,0,58,40,0,0,61,0,0,42,0,0,0,0,34,0,37,37,0,0,0
2018-03-03 05:12:00,75,5,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
2018-03-03 05:20:00,66,5,58,29,0,10,0,0,0,0,28,0,0,41,59,0,0,0,37,0,0,0
2018-03-03 05:28:00,65,2,0,0,70,0,0,0,0,0,0,0,41,0,29,100,0,74,0,0,0,0
2018-03-03 05:36:00,70,5,0,29,10,0,0,0,0,0,28,14,41,0,0,33,0,37,0,0,0,0
2018-03-03 05:44:00,57,3,0,29,30,20,0,61,0,35,14,0,0,41,0,0,0,37,0,0,0,0
2018-03-03 05:52:00,90,0,0,0,20,0,0,0,0,35,0,0,0,41,0,0,0,0,37,0,0,0
2018-03-03 06:00:00,55,6,0,0,39,20,0,0,0,0,14,0,0,41,0,0,0,0,0,0,0,0
2018-03-03 06:08:00,59,3,0,56,58,10,0,0,0,0,27,0,0,0,29,0,0,36,0,0,0,0
2018-03-03 06:16:00,68,2,28,0,19,10,0,59,0,0,40,13,0,0,28,32,0,0,36,0,0,0
2018-03-03 06:24:00,70,6,0,0,10,19,0,0,0,0,13,0,0,39,0,64,0,71,0,0,0,0
2018-03-03 06:32:00,59,3,0,0,28,0,0,0,0,68,53,0,0,0,0,0,0,0,0,0,0,0
2018-03-03 06:40:00,63,1,0,27,38,19,0,0,0,33,39,13,0,0,28,31,0,35,0,0,0,0
2018-03-03 06:48:00,68,4,0,0,28,9,0,0,0,0,13,13,0,38,54,31,0,34,0,0,0,0
2018-03-03 06:56:00,76,6,0,26,46,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0
2018-03-03 07:04:00,50,6,0,0,36,0,0,55,0,0,25,0,0,0,26,30,0,0,33,0,0,0
2018-03-03 07:12:00,58,7,0,0,27,9,0,0,0,0,37,0,0,0,52,0,0,0,0,0,0,0
2018-03-03 07:20:00,63,3,0,0,26,0,0,53,0,0,37,12,0,36,0,0,0,33,0,0,0,88
2018-03-03 07:28:00,69,6,0,0,17,9,0,53,0,0,0,0,0,36,26,0,0,32,0,0,0,0
2018-03-03 07:36:00,73,5,0,74,26,9,0,52,0,0,24,0,0,35,25,0,0,32,0,0,0,0
2018-03-03 07:44:00,62,1,0,49,17,8,0,0,0,0,12,0,0,0,100,0,0,0,0,0,0,85
2018-03-03 07:52:00,67,3,24,24,34,8,0,0,0,0,35,0,0,35,25,28,0,62,62,0,0,0
2018-03-03 08:00:00,54,4,0,71,33,16,0,100,0,59,46,0,0,0,48,55,0,30,0,0,0,0
2018-03-03 08:08:00,50,7,0,0,25,0,0,0,0,29,23,11,0,34,0,0,0,0,0,0,0,0
2018-03-03 08:16:00,55,0,0,23,33,0,0,99,0,29,23,0,67,34,0,27,0,0,0,0,0,81
2018-03-03 08:24:00,80,0,0,23,24,16,0,0,0,0,11,0,0,100,24,0,0,0,0,0,0,0
2018-03-03 08:32:00,60,5,0,0,48,8,0,0,0,0,11,0,0,0,24,0,0,30,0,0,0,80
2018-03-03 08:40:00,64,6,0,23,40,0,0,0,0,0,11,0,0,33,0,0,0,0,0,0,0,0
2018-03-03 08:48:00,46,1,0,0,56,8,0,48,0,28,11,0,33,0,0,53,0,29,0,0,0,0
2018-03-03 08:56:00,62,3,0,23,32,8,0,0,0,28,11,0,65,65,0,26,0,58,0,0,0,0
2018-03-03 09:04:00,62,6,22,22,31,0,0,0,0,0,11,0,32,64,46,0,0,0,0,0,0,0
