date,bitcoin,btc,etherium,etc
2018-05-02 01:36:00,49,5,0,0
2018-05-02 01:44:00,64,2,0,35
2018-05-02 01:52:00,50,3,0,34
2018-05-02 02:00:00,52,6,0,0
2018-05-02 02:08:00,65,2,0,35
2018-05-02 02:16:00,87,3,71,0
2018-05-02 02:24:00,72,8,0,35
2018-05-02 02:32:00,64,3,0,36
2018-05-02 02:40:00,73,11,36,0
2018-05-02 02:48:00,56,2,0,73
2018-05-02 02:56:00,65,5,36,0
2018-05-02 03:04:00,47,2,0,37
2018-05-02 03:12:00,71,2,0,0
2018-05-02 03:20:00,53,0,0,0
2018-05-02 03:28:00,61,0,0,0
2018-05-02 03:36:00,58,5,38,0
2018-05-02 03:44:00,50,3,0,38
2018-05-02 03:52:00,58,0,38,38
2018-05-02 04:00:00,40,3,0,0
2018-05-02 04:08:00,64,10,0,0
2018-05-02 04:16:00,36,7,0,0
2018-05-02 04:24:00,71,2,0,76
2018-05-02 04:32:00,71,0,0,0
2018-05-02 04:40:00,51,3,0,0
2018-05-02 04:48:00,51,7,0,0
2018-05-02 04:56:00,54,2,0,0
2018-05-02 05:04:00,65,2,0,0
2018-05-02 05:12:00,64,5,0,0
2018-05-02 05:20:00,75,2,0,0
2018-05-02 05:28:00,62,5,0,0
2018-05-02 05:36:00,81,3,0,35
2018-05-02 05:44:00,46,0,35,35
2018-05-02 05:52:00,50,5,0,69
2018-05-02 06:00:00,55,3,0,0
2018-05-02 06:08:00,54,6,0,33
2018-05-02 06:16:00,36,7,0,0
2018-05-02 06:24:00,47,1,0,0
2018-05-02 06:32:00,46,4,0,0
2018-05-02 06:40:00,50,1,0,31
2018-05-02 06:48:00,44,4,0,0
2018-05-02 06:56:00,59,4,0,0
2018-05-02 07:04:00,59,3,29,59
2018-05-02 07:12:00,36,3,0,30
2018-05-02 07:20:00,58,5,0,0
2018-05-02 07:28:00,45,0,0,0
2018-05-02 07:36:00,56,5,0,0
2018-05-02 07:44:00,63,1,29,0
2018-05-02 07:52:00,45,8,0,29
2018-05-02 08:00:00,100,0,0,58
2018-05-02 08:08:00,56,3,0,0
2018-05-02 08:16:00,58,4,29,57
2018-05-02 08:24:00,52,4,0,57
2018-05-02 08:32:00,55,6,0,28
2018-05-02 08:40:00,44,5,0,0
2018-05-02 08:48:00,42,1,0,82
2018-05-02 08:56:00,36,3,0,0
2018-05-02 09:04:00,43,2,0,54
2018-05-02 09:12:00,49,5,0,27
2018-05-02 09:20:00,59,4,0,82
2018-05-02 09:28:00,49,0,0,55
2018-05-02 09:36:00,52,1,27,54
2018-05-02 09:44:00,64,0,0,0
2018-05-02 09:52:00,46,3,26,0
2018-05-02 10:00:00,53,6,0,0
2018-05-02 10:08:00,47,5,0,27
2018-05-02 10:16:00,72,1,0,0
2018-05-02 10:24:00,54,2,0,52
2018-05-02 10:32:00,45,1,0,52
2018-05-02 10:40:00,46,5,0,52
2018-05-02 10:48:00,43,4,0,25
2018-05-02 10:56:00,42,2,0,25
2018-05-02 11:04:00,46,2,0,25
2018-05-02 11:12:00,51,2,0,24
2018-05-02 11:20:00,53,4,0,48
2018-05-02 11:28:00,47,1,0,23
2018-05-02 11:36:00,44,1,0,23
2018-05-02 11:44:00,54,3,0,0
2018-05-02 11:52:00,52,3,0,45
2018-05-02 12:00:00,50,4,23,23
2018-05-02 12:08:00,48,4,0,67
2018-05-02 12:16:00,44,6,22,44
2018-05-02 12:24:00,55,5,22,0
2018-05-02 12:32:00,50,1,0,22
2018-05-02 12:40:00,56,1,21,86
2018-05-02 12:48:00,45,2,0,21
2018-05-02 12:56:00,58,1,0,21
2018-05-02 13:04:00,51,2,0,62
2018-05-02 13:12:00,50,5,0,42
2018-05-02 13:20:00,53,2,0,0
2018-05-02 13:28:00,63,2,0,40
2018-05-02 13:36:00,59,4,0,59
2018-05-02 13:44:00,58,3,0,19
2018-05-02 13:52:00,59,2,20,79
2018-05-02 14:00:00,41,6,0,40
2018-05-02 14:08:00,49,3,0,59
2018-05-02 14:16:00,64,2,0,100
2018-05-02 14:24:00,68,1,0,20
2018-05-02 14:32:00,57,0,0,20
2018-05-02 14:40:00,56,1,0,0
2018-05-02 14:48:00,64,1,0,0
2018-05-02 14:56:00,60,5,0,39
2018-05-02 15:04:00,67,1,0,79
2018-05-02 15:12:00,64,3,0,20
2018-05-02 15:20:00,63,4,0,20
2018-05-02 15:28:00,53,0,0,20
2018-05-02 15:36:00,67,0,20,80
2018-05-02 15:44:00,67,1,0,0
